ncbiTaxID	Source_ID	Name	Strain	Temp	Superkingdom	Phylum	Class	Order	Family	Genus
59203	NCTC 7314	Salmonella enterica subsp. arizonae	Pc 146	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7316	Salmonella enterica subsp. arizonae	So 102 (CN 4244)	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59205	NCTC 7318	Salmonella enterica subsp. houtenae serotype wassenaar	N 99	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7319	Salmonella enterica subsp. arizonae	So 64	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7320	Salmonella enterica subsp. arizonae	Va Morton	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7321	Salmonella enterica subsp. arizonae	36608	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7322	Salmonella enterica subsp. arizonae	So 37	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7323	Salmonella enterica subsp. arizonae	Sp B 92	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7324	Salmonella enterica subsp. arizonae	So 1	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7325	Salmonella enterica subsp. arizonae	So 10	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7326	Salmonella enterica subsp. arizonae	Ore 181	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7327	Salmonella enterica subsp. arizonae	Sp 21	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7328	Salmonella enterica subsp. arizonae	So 14	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7329	Salmonella enterica subsp. arizonae	Pc 95	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7330	Salmonella enterica subsp. arizonae	So 41	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7331	Salmonella enterica subsp. arizonae	Pc 101 (CN 4239)	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7332	Salmonella enterica subsp. arizonae	NJ 4	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7333	Salmonella enterica subsp. arizonae	So 61	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7334	Salmonella enterica subsp. arizonae	So 28 1450-53	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7335	Salmonella enterica subsp. arizonae	Hudson	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7336	Salmonella enterica subsp. arizonae	Pc 123	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7337	Salmonella enterica subsp. arizonae	Pc 139	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7339	Salmonella enterica subsp. arizonae	Mont 1	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7340	Salmonella enterica subsp. arizonae	So 5	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7341	Salmonella enterica subsp. arizonae	Pc 145	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7342	Salmonella enterica subsp. arizonae	Pc 148	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7343	Salmonella enterica subsp. arizonae	So 53	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7344	Salmonella enterica subsp. arizonae	7344 Pc 167 21:1, 2, 6	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7345	Salmonella enterica subsp. arizonae	So 82	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7346	Salmonella enterica subsp. arizonae	So 103	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7347	Salmonella enterica subsp. arizonae	So 116	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7348	Salmonella enterica subsp. arizonae	Pc 195	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7349	Salmonella enterica subsp. arizonae	So 57	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7350	Salmonella enterica subsp. arizonae	Pc 166	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7351	Salmonella enterica subsp. arizonae	Pc 155	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7352	Salmonella enterica subsp. arizonae	Pc 196	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7353	Salmonella enterica subsp. arizonae	Pc 110	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7354	Salmonella enterica subsp. arizonae	Pc 211 (CN 4246)	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7355	Salmonella enterica subsp. arizonae	Pc 217 (CN 4242)	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	NCTC 7356	Salmonella enterica subsp. arizonae	Cal 1141	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
587753	NCTC 7357	Pseudomonas chlororaphis	NCTC 7357	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
1717	NCTC 7359	Corynebacterium diphtheriae	Cairo 6	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
562	NCTC 7360	Escherichia coli	CN 636	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
1280	NCTC 7361	Staphylococcus aureus	Mayo 910	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
562	NCTC 7362	Escherichia coli	type 19 Stewart	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
470	NCTC 7363	Acinetobacter baumannii	Poultney	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter
470	NCTC 7364	Acinetobacter baumannii	Carr	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter
1304	NCTC 7366	Streptococcus salivarius	Williams	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
399586	NCTC 7370	Salmonella enterica subsp. enterica serotype orion	7370 American 195 3, 10:y:1, 5	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59201	NCTC 7371	Salmonella enterica subsp. enterica serotype fayed	7371 Col Sal 737/46 (JT 167) 6, 8:l, w:1, 2	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
915158	NCTC 7372	Salmonella enterica subsp. enterica serotype manchester	Col Sal 230/47	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
2511819	NCTC 7373	Salmonella enterica subsp. enterica serotype brancaster	Col Sal 100/47 (JT 196)	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
2572705	NCTC 7374	Salmonella enterica subsp. enterica serotype chittagong	JT 225 (CN 4093)	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1160753	NCTC 7375	Salmonella enterica subsp. enterica serotype kisangani	7375 752 4, 5, 12:a:1, 2	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
487002	NCTC 7376	Salmonella enterica subsp. enterica serotype singapore	7376 JT 239 6, 7:k:e, n, x	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1352	NCTC 7378	Enterococcus faecium	Grumbach serotype 12	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
1352	NCTC 7379	Enterococcus faecium	Grumbach serotype 17	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
1352	NCTC 7380	Enterococcus faecium	Grumbach serotype 21	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
582	NCTC 7381	Morganella morganii	2285/93	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella
28450	NCTC 7383	Burkholderia pseudomallei	Harries	37	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia
519	NCTC 7385	Bordetella parapertussis	7010 (Eldering R4a)	37	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella
2170606	NCTC 7388	Salmonella enterica subsp. enterica serotype orientalis	Edwards 211	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
29480	NCTC 7389	Salmonella enterica subsp. enterica serotype monschaui	7389 Edwards 212 35:m, t:-	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59201	NCTC 7390	Salmonella enterica subsp. enterica serotype marseille	Edwards 213	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
181737	NCTC 7393	Salmonella enterica subsp. enterica serotype texas	Edwards 216	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1386015	NCTC 7394	Salmonella enterica subsp. enterica serotype isangi	Edwards 217	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
2564529	NCTC 7395	Salmonella enterica subsp. enterica serotype hidalgo	Edwards 218	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1160757	NCTC 7398	Salmonella enterica subsp. enterica serotype lomita	Edwards 221	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59201	NCTC 7399	Salmonella enterica subsp. enterica serotype riogrande	7399 Edwards 222 (CN 4098) 40:b:1, 5	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
286782	NCTC 7400	Salmonella enterica subsp. enterica serotype stanleyville	Edwards 223	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
58101	NCTC 7401	Salmonella enterica subsp. enterica serotype waycross	7401 Edwards 224 41:z4, z23:-	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
2564780	NCTC 7402	Salmonella enterica subsp. enterica serotype memphis	7402 Edwards 225 18:k:1, 5	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1967990	NCTC 7403	Salmonella enterica subsp. enterica serotype chandans	7403 Edwards 226 11:d:e, n, x	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1962266	NCTC 7404	Salmonella enterica subsp. enterica serotype irumu	Edwards 227	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59201	NCTC 7405	Salmonella enterica subsp. enterica serotype illinois	Edwards 229 (CN 4095)	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1160765	NCTC 7406	Salmonella enterica subsp. enterica serotype sanjuan	7406 Edwards 230 6, 7:a:1, 5	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
940231	NCTC 7407	Salmonella enterica subsp. enterica serotype edinburgh	Edwards 231	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59201	NCTC 7408	Salmonella enterica subsp. enterica serotype pharr	Edwards 232	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59201	NCTC 7409	Salmonella enterica subsp. enterica serotype donna	7409 Edwards 233 (CN 4094) 30:l, v:1, 5	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59201	NCTC 7410	Salmonella enterica subsp. enterica serotype macallen	Edwards 234	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59201	NCTC 7411	Salmonella enterica subsp. enterica serotype weslaco	Edwards 236 (CN 4101)	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
470	NCTC 7412	Acinetobacter baumannii	Jones	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter
1280	NCTC 7414	Staphylococcus aureus	Petre	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
1280	NCTC 7415	Staphylococcus aureus	Hughes	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
1773	NCTC 7416	Mycobacterium tuberculosis	H 37 Rv	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium
1773	NCTC 7417	Mycobacterium tuberculosis	H 37 Ra	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium
470	NCTC 7422	Acinetobacter baumannii	Ayers	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter
1492	NCTC 7423	Clostridium butyricum	Rowett	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
1386015	NCTC 7426	Salmonella enterica subsp. enterica serotype isangi	Edwards 288	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
573	NCTC 7427	Klebsiella pneumoniae	PCI 602	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella
1280	NCTC 7428	Staphylococcus aureus	S 32a	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
2024267	NCTC 7430	Salmonella enterica subsp. enterica serotype takoradi	7430 JT 238 6, 8:i:1, 5	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
28450	NCTC 7431	Burkholderia pseudomallei	Guys	37	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia
738	NCTC 7440	Haemophilus parasuis	Goldsmith	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Glaesserella
738	NCTC 7441	Haemophilus parasuis	VRO 8	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Glaesserella
1280	NCTC 7445	Staphylococcus aureus	3916	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
1280	NCTC 7446	Staphylococcus aureus	4016	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
1280	NCTC 7447	Staphylococcus aureus	FDA 209-P	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
1724	NCTC 7448	Corynebacterium renale	Charita a	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
1725	NCTC 7449	Corynebacterium xerosis	W Daisy	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
1661	NCTC 7450	Arcanobacterium pyogenes	B 11	37	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Trueperella
300	NCTC 7453	Pseudomonas mendocina	6121	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
300	NCTC 7454	Pseudomonas mendocina	7808	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
300	NCTC 7455	Pseudomonas mendocina	8025	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
747	NCTC 7460	Pasteurella multocida	Exeter 6526	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella
470	NCTC 7461	Acinetobacter baumannii	Crook	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter
470	NCTC 7462	Acinetobacter baumannii	Hourigan	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter
1396	NCTC 7464	Bacillus cereus	NRRL 569	37	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
1313	NCTC 7465	Streptococcus pneumoniae	SV 1	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
119858	NCTC 7467	Bacillus sonorensis	USDA 712	37	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
235	NCTC 7472	Brucella abortus	MAU 223	37	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella
1282	NCTC 7474	Staphylococcus epidermidis	Smith	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
587	NCTC 7475	Providencia rettgeri	KB 5	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia
587	NCTC 7476	Providencia rettgeri	KB 119	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia
587	NCTC 7477	Providencia rettgeri	KB 357	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia
587	NCTC 7478	Providencia rettgeri	KB 683	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia
587	NCTC 7479	Providencia rettgeri	JB 1893	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia
587	NCTC 7480	Providencia rettgeri	KB 712	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia
587	NCTC 7481	Providencia rettgeri	KB 772	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia
1280	NCTC 7485	Staphylococcus aureus	Streatley 1	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
1270	NCTC 7495	Micrococcus luteus	M4	37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcus
1270	NCTC 7503	Micrococcus luteus	44906	37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcus
1280	NCTC 7507	Staphylococcus aureus	Woollie	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
1270	NCTC 7508	Micrococcus luteus	ATCC 966	22	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcus
1275	NCTC 7509	Kocuria rosea	28 (3)	22	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Kocuria
1275	NCTC 7511	Kocuria rosea	ATCC 144	37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Kocuria
1275	NCTC 7512	Kocuria rosea	ATCC 177	37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Kocuria
1275	NCTC 7513	Kocuria rosea	ATCC 178	37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Kocuria
1275	NCTC 7514	Kocuria rosea	ATCC 179	37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Kocuria
1275	NCTC 7520	Kocuria rosea	ATCC 418	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Kocuria
1275	NCTC 7523	Kocuria rosea	ATCC 1186	37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Kocuria
29385	NCTC 7526	Staphylococcus saprophyticus subsp. saprophyticus	B 528	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
1275	NCTC 7528	Kocuria rosea	349	37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Kocuria
29385	NCTC 7540	Staphylococcus saprophyticus subsp. saprophyticus	BCH-c	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
590998	NCTC 7547	Cellulomonas fimi	ATCC 484	37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Cellulomonadaceae	Cellulomonas
37637	NCTC 7549	Corynebacterium pseudodiphtheriticum	3-49	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
1270	NCTC 7562	Micrococcus luteus	G 76 Group II B	37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcus
1270	NCTC 7563	Micrococcus luteus	G 36	37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcus
1272	NCTC 7565	Kocuria varians	G 40	37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Kocuria
1272	NCTC 7566	Kocuria varians	G 92	37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Kocuria
47847	NCTC 7567	Brachybacterium nesterenkovii	G 9	37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Dermabacteraceae	Brachybacterium
1406	NCTC 7575	Paenibacillus polymyxa	G 43	37	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
1408	NCTC 7576	Bacillus pumilus	G 33	37	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
1393	NCTC 7577	Brevibacillus brevis	G 108	37	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
59846	NCTC 7578	Paenibacillus chibensis	G 48	37	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
1465	NCTC 7579	Brevibacillus laterosporus	G 308	37	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
1404	NCTC 7581	Bacillus megaterium	Gibson	37	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia
1421	NCTC 7582	Bacillus sphaericus	Gibson	37	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Lysinibacillus
44250	NCTC 7583	Paenibacillus alvei	G 642 T. Gibson, Edinburgh in 1948	37	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
1421	NCTC 7585	Bacillus sphaericus	G 1019	37	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Lysinibacillus
1405	NCTC 7586	Bacillus mycoides	G 15	37	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
1396	NCTC 7587	Bacillus cereus	G 12	37	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
44252	NCTC 7588	Paenibacillus macerans	G 411	37	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
1402	NCTC 7589	Bacillus licheniformis	G 413	37	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
1377	NCTC 7592	Aerococcus viridans	H 2	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus
1377	NCTC 7594	Aerococcus viridans	H 4	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus
1377	NCTC 7595	Aerococcus viridans	H 5	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus
1377	NCTC 7596	Aerococcus viridans	H 6	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus
1377	NCTC 7597	Aerococcus viridans	H 7	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus
1377	NCTC 7598	Aerococcus viridans	H 8	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus
1377	NCTC 7599	Aerococcus viridans	H 9	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus
1377	NCTC 7600	Aerococcus viridans	H 10	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus
1377	NCTC 7601	Aerococcus viridans	H 11	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus
1377	NCTC 7602	Aerococcus viridans	H 12	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus
1292	NCTC 7612	Staphylococcus warneri	Parker IC-31	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
1272	NCTC 7617	Micrococcus sp.	Parker IC-17	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Kocuria
1272	NCTC 7619	Kocuria varians	Parker IC-22	37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Kocuria
29385	NCTC 7623	Staphylococcus saprophyticus subsp. saprophyticus	Parker IC-26	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
29385	NCTC 7666	Staphylococcus saprophyticus subsp. saprophyticus	Parker IC-84	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
