Source_ID	Name	Temp	ncbiTaxID
60723T	Paracoccus rhizosphaerae	30	1133347
60724T	Rhodococcus trifolii	30	908250
60725T	Rhodococcus cerastii	30	908616
60717T	Mucilaginibacter dorajii	30	692994
60559T	Chryseobacterium carnis	30	1241979
60563T	Chryseobacterium nakagawai	30	1241982
60564T	Chryseobacterium bernardetii	37	1241978
60566T	Chryseobacterium lactis	30	1241981
60522T	Marivita hallyeonensis	30	996342
60523T	Algoriphagus namhaensis	30	915353
60524T	Tropicimonas aquimaris	30	914152
60525T	Oceanisphaera ostreae	30	914151
60526T	Kangiella geojedonensis	30	914150
60527T	Tenacibaculum geojense	30	915352
60528T	Erythrobacter marinus	30	874156
60529T	Mariniflexile aquimaris	30	881009
60465T	Williamsia phyllosphaerae	30	885042
60466T	Microbulbifer taiwanensis	30	986746
60371T	Prevotella jejuni	37	1177574
60324T	Actinobacillus anseriformium	37	221404
60305T	Lachnoanaerobaculum orale	37	979627
60229T	Neisseria dumasiana	37	1931275
60213T	Saccharothrix saharensis	37	571190
60118T	Hydrotalea sp. nov.	37	2881279
60119T	Allofrancisella guangzhouensis	37	594679
60088T	Ochrobactrum pecoris	30	867683
60090T	Duganella phyllosphaerae	30	762836
60096T	Flavobacterium branchiicola	30	1114875
60099T	Flavobacterium piscis	30	1114874
60100T	Flavobacterium tructae	30	1114873
60103T	Chryseobacterium viscerum subsp viscerum	30	1037377
60105T	Chryseobacterium oncorhynchi	30	741074
60111T	Chryseobacterium tructae	30	1037380
60112T	Flavobacterium plurextorum	30	1114867
60050T	Melghirimyces thermohalophilus	56	1236220
60038T	Elizabethkingia anophelis ss anophelis	30	1117645
60020T	Thalassomonas agariperforans	20	864068
60021T	Thalassobius maritimus	30	870908
60022T	Lutibacter aestuarii	30	861111
60023T	Pseudoahrensia aquimaris	30	744461
60024T	Pedobacter boryungensis	30	869962
60010T	Tissierella carlieri	37	689904
59994T	Otariodibacter oris	37	1032623
59995T	Mannheimia caviae	37	879276
59938T	Malassezia slooffiae	30	76776
59930T	Pseudomonas tuomuerensis	30	706570
59876T	Cytobacillus gottheilii	37	859144
59877T	Cytobacillus kochii	37	859143
59868T	Flavobacterium croceum	30	370975
59869T	Flavobacterium defluvii	30	370979
59870T	Stenotrophomonas ginsengisoli	30	336566
59871T	Stenotrophomonas daejeonensis	30	659018
59872T	Stenotrophomonas panacihumi	30	676599
59855T	Neisseria wadsworthii	37	607711
59856T	Neisseria shayeganii	37	607712
59858T	Legionella dresdenensis	37	450200
59860T	Herminiimonas saxobsidens	30	427333
59861T	Trueperella bonasi	37	312286
59862T	Trueperella bialowiezense	37	312285
59863T	Micrococcus endophyticus	37	455343
59864T	Micrococcus yunnanensis	37	566027
59866T	Corynebacterium humireducens	4-45	1223514
59867T	Yersinia entomophaga	30	935293
59847T	Flavobacterium aquidurense	30	362413
59848T	Flavobacterium resistens	30	443612
59834T	Alicyclobacillus acidocaldarius subsp. rittmannii	56	201094
59809T	Staphylococcus agnetis	37	985762
59777T	Serinicoccus chungangensis	37	767452
59778T	Chungangia koreensis	37	752657
59771T	Psychrobacter sanguinis	37	861445
59712T	Clostridium amazonense	37	1648214
59713T	Fontimonas thermophila	56	1076937
59705T	Psychroflexus halocasei	30	908615
59683T	Methylobacillus gramineus	30	755169
59684T	Methylobacillus arboreus	30	755170
59685T	Methylophilus glucosoxydans	30	752553
59655T	Nocardia amikacinitolerans	37	756689
59649T	Sporosarcina newyorkensis	37	759851
59652T	Streptococcus rupicaprae	37	759619
59653T	Weissella ceti	37	759620
59620T	Melghirimyces algeriensis	56	910412
59621T	Peptoniphilus tyrelliae	37	755171
59622T	Peptoniphilus coxii	37	755172
59597T	Pseudarthrobacter equi	30	728066
59598T	Cohnella boryungensis	30	768479
59599T	Mucilaginibacter boryungensis	30	768480
59571T	Citricoccus nitrophenolicus	30	863575
59572T	Marinimicrobium haloxylanilyticum	30	681634
59534T	Leptotrichia hongkongensis	37	554406
59509T	Jhaorihella therophila	30	488547
59446T	Flavobacterium oncorhynchi	30	728056
59448T	Flavobacterium hercynium	30	387094
59364T	Flavobacterium frigidimaris	20-30	262320
59334T	Bacteroides rodentium	37	691816
59335T	Phocaeicola chinchillae	37	671267
59307T	Paraperlucidibaca baekdonensis	20-30	748120
59308T	Virgibacillus campisalis	37	698769
59304T	Enterococcus ureasiticus	37	903984
59306T	Enterococcus quebecensis	37	903983
59195T	Pseudomonas composti	30	658457
59231T	Pseudomonas composti	30	658457
59226T	Kroppenstedtia eburnea	37	714067
59229T	Arcobacter trophiarum	30	708186
59208T	Stappia taiwanensis	30	992267
59209T	Ruegeria intermedia	30	996115
59210T	Salinicoccus sesuvii	30	868281
59189T	Paenibacillus puldeungensis	37	696536
59143T	Mageeibacillus indolicus	37	884684
59129T	Paenibacillus chungangensis	30-37	696535
59101T	Chryseomicrobium palamuruense	30	682973
59023T	Acinetobacter soli	30	487316
58938T	Ohtaekwangia kribbensis	30	688913
58939T	Ohtaekwangia koreensis	20	688867
58932T	Flavobacterium indicum	30	312277
58934T	Flavobacterium rivuli	30	498301
58910T	Flavobacterium chungangense	30	554283
58915T	Flavobacterium branchiophilum	20	55197
58916T	Flavobacterium pectinovorum	30	29533
58906T	Flavobacterium limicola	20	180441
58907T	Flavobacterium tegetincola	20	150172
58878T	Ruegeria faecimaris	30	686389
58879T	Pseudorhodobacter aquimaris	30	687412
58853T	Gordonia humi	37	686429
58831T	Nocardiopsis arvandica	30-37	501010
58784T	Chryseobacterium culicis	37	680127
58757T	Lachnoanaerobaculum umeaense	37	617123
58759T	Pseudacidovorax austerolens	37	-1
58760T	Azospirillum himalayense	37	654847
58724T	Methylophilus methylotrophus	30	17
58725T	Bacillus weihenstephanensis	30	1405
58728T	Streptococcus dentapri	37	573564
58729T	Mycobacterium fortuitum subsp. acetamidolyticum	37	144550
58731T	Mycobacterium arupense	30	342002
58693T	Mycobacterium triplex	37	47839
58687T	Cyclobacterium qasimii	20	1350429
58690T	Oceanisphaera arctica	30	641510
58667T	Shewanella dokdonensis	30	712036
58655T	Corynebacterium sanguinis	37	2594913
58638T	Camelimonas lactis	37	659006
58639T	Silvanigrella aquatica	20	1915309
58627T	Corynebacterium canis	37	679663
58604T	Olsenella umbonata	37	604330
58580T	Virgibacillus soli	30-37	480284
58488T	Leucobacter aerolatus	28	696001
58479T	Streptococcus porcorum	37	701526
58430T	Aquipuribacter nitratireducens	32	650104
58416T	Elizabethkingia miricola	30	172045
58417T	Trueperella abortisuis	37	445930
58418T	Parasutterella excrementihominis	37	487175
58411T	Methylophilus flavus	30	640084
58399T	Photobacterium gaetbulicola	30	1295392
58400T	Shewanella upenei	30	38313
58401T	Paracoccus fistulariae	30	658446
58402T	Flavobacterium ponti	25	665133
58403T	Pacificibacter marinus	30	658057
58314T	Enhydrobacter aerosaccus	30	225324
58316T	Cecembia lonarensis	30	645110
58329T	Deinococcus maricopensis	30	309887
58335T	Deinococcus sonorensis	30	309891
58308T	Legionella wadsworthii	37	28088
58273T	Brevundimonas halotolerans	30-37	69670
58235T	Peptostreptococcus russellii	37	215200
58238T	Staphylococcus devriesei	37	586733
58231T	Slackia equolifaciens	37	498718
58201T	Pseudomonas arsenicoxydans	30	702115
58142T	Pseudoclavibacter chungangensis	30-37	587635
58092T	Agrococcus versicolor	30	501482
58093T	Paraburkholderia sabiae	30	273251
58094T	Cronobacter dublinensis subsp. lactaridi	30	413499
58095T	Cronobacter dublinensis subsp. lausannensis	30	413500
58096T	Exiguobacterium indicum	28	296995
58097T	Streptococcus oligofermentans	37	45634
58136T	Fibrella aestuarina	30	651143
58137T	Fibrisoma limi	30	663275
58127T	Brevundimonas faecalis	30	947378
58090T	Scardovia wiggsiae	35	230143
58091T	Alloprevotella rava	35	671218
58074T	Olleya aquimaris	30	639310
58049T	Microlunatus soli	25-28	630515
58050T	Agaricicola taiwanensis	30	591372
58051T	Microbacterium agarici	30	630514
58052T	Microbacterium humi	30	640635
58053T	Microbacterium pseudoresistens	28	640634
58054T	Cellulomonas biazotea	30-37	1709
58058T	Prevotella copri	37	165179
58059T	Sharpea azabuensis	37	322505
58060T	Nesterenkonia flava	37	469799
58061T	Tsukamurella spongiae	28	47312
58062T	Dyella japonica	30	231455
58046T	Lutibaculum baratangense	30-37	1358440
58047T	Paenibacillus glacialis	22	494026
58020T	Francisella hispaniensis	30	622488
58010T	Massilia consociata	37	760117
57953T	Jeotgalicoccus aerolatus	30	709510
57954T	Jiangella muralis	30	702383
57956T	Jeotgalicoccus coquinae	30	709509
57958T	Microbacterium arthrosphaerae	37	792652
57944T	Prevotella saccharolytica	37	633701
57945T	Prevotella scopos	37	589437
57946T	Prevotella fusca	37	589436
57942T	Corynebacterium pilbarense	37	1288393
57912T	Ureibacillus xyleni	37	614648
57883T	Brevundimonas poindexterae	30	74325
57884T	Brevundimonas staleyi	30	74326
57889T	Acinetobacter rudis	30	632955
57879T	Ochrobactrum ciceri	30-37	391287
57835T	Bacillus chungangensis	37	587633
57753T	Planococcus salinarum	30	622695
57754T	Pseudoruegeria lutimaris	30	571298
57755T	Roseivivax lentus	30	633194
57756T	Nocardia niwae	37	626084
57735T	Georgenia soli	30	638953
57736T	Paenochrobactrum gallinarii	30-37	643673
57723T	Prevotella aurantiaca	37	596085
57711T	Rhodoferax saidenbachensis	30	1484693
57707T	Chryseobacterium piperi	30	558152
57694T	Fontibacter flavus	37	654838
57679T	Slackia isoflavoniconvertens	37	572010
57657T	Chryseobacterium treverense	30	631455
57646T	Adlercreutzia caecicola	37	747645
57647T	Streptococcus danieliae	37	747656
57622T	Orbus hercynius	30	593135
57623T	Streptomyces iranensis	30	576784
57624T	Nocardiopsis sinuspersici	37	501010
57618T	Chryseobacterium arthrosphaerae	30-37	651561
57608T	Algoriphagus lutimaris	30	613197
57578T	Kytococcus aerolatus	28	592308
57579T	Microbacterium murale	30	1081040
57540T	Gleimia hominis	37	595468
57524T	Lutibacter maritimus	30	593133
57505T	Nocardioides daedukensis	30	634462
57506T	Nocardioides caeni	30	574700
57507T	Gordonia hankookensis	30	589403
57508T	Terrabacter terrigena	30	574718
57509T	Sphingomonas hankookensis	30	563996
57498T	Campylobacter volucris	37	1031542
57478T	Parabacteroides gordonii	37	574930
57479T	Indibacter alkaliphilus	30	579922
57471T	Algoriphagus olei	30	568072
57457T	Serratia glossinae	30	649197
57456T	Roseomonas aestuarii	30	568898
57438T	Lysinibacillus xylanilyticus	25-30	582475
57426T	Prauserella muralis	28	588067
57401T	Bradyrhizobium oligotrophicum	30	44255
57388T	Citricoccus parietis	30-37	592307
57389T	Ornithinimicrobium murale	30	1050153
57390T	Murinocardiopsis flavida	30	645275
57335T	Basfia succiniciproducens	37	653940
57310T	Campylobacter oricanis	37	-1
57284T	Corynebacterium doosanense	30	1121358
57279T	Corynebacterium mustelae	37	571915
57266T	Staphylococcus rostri	37	522262
57263T	Paenibacillus residui	30-37	629724
57265T	Undibacterium oligocarboniphilum	30-37	666702
57219T	Clostridium novyi	37	1542
57211T	Phocaeicola sartorii	37	671267
57199T	Wohlfahrtiimonas chitiniclastica	30	400946
57200T	Ancylobacter oerskovii	30	459519
57201T	Corynebacterium casei	30	160386
57203T	Dermacoccus barathri	30-37	322601
57178T	Stenotrophomonas chelatiphaga	30	517011
57117T	Pseudofulvimonas gallinarii	37	634155
57100T	Propionibacterium acidifaciens	37	556499
57102T	Shewanella fodinae	30-37	552357
57103T	Achromobacter ruhlandii	30	72557
57109T	Kribbia dieselivorans	30	331526
57110T	Sutterella parvirubra	37	437898
57111T	Vibrio areninigrae	30	472186
57112T	Mycobacterium gilvum	37	1804
57113T	Brevundimonas bullata	30	13160
57114T	Vibrio gazogenes	25	687
57044T	Aquamicrobium aerolatum	30	561088
57045T	Gemella asaccharolytica	37	502393
57046T	Corynebacterium pyruviciproducens	37	598660
56962T	Pseudonocardia parietis	30	570936
56963T	Pseudochrobactrum lubricantis	30	558172
56966T	Vibrio hispanicus	30	224312
56967T	Vibrio gallicus	30	190897
56968T	Vibrio kanaloae	30	170673
56969T	Vibrio gigantis	30	296199
56970T	Vibrio hepatarius	30	171383
56971T	Vibrio inusitatus	30	413402
56972T	Vibrio comitans	30	413401
56974T	Veillonella atypica	37	39777
56899T	Arcobacter porcinus	30	1935204
56902T	Arcobacter thereius	30	544718
56874T	Corynebacterium freiburgense	37	556548
56828T	Bordetella bronchialis	37	463025
56815T	Adlercreutzia caecimuris	37	671266
56787T	Limnohabitans parvus	30	540061
56788T	Limnohabitans planktonicus	30	540060
56773T	Ensifer adhaerens	30	106592
56775T	Neisseria canis	37	493
56776T	Rhizobium leguminosarum	30	384
56777T	Shinella kummerowiae	30	417745
56778T	Vibrio crassostreae	30	246167
56779T	Vibrio ezurae	30	252583
56780T	Vibrio fortis	30-37	212667
56751T	Jeotgalibacillus salarius	30	546023
56752T	Psychroflexus salinarum	30	546024
56753T	Alkalibacillus flavidus	37	546021
56754T	Virgibacillus byunsanensis	30	570945
56755T	Salimicrobium flavidum	37	570947
56756T	Metaplanococcus flavidus	30	569883
56757T	Marinimicrobium locisalis	30	546022
56758T	Salinihabitans flavidus	30	569882
56741T	Denitrobacterium detoxificans	37	79604
56719T	Limnohabitans australis	30	544681
56720T	Limnohabitans curvus	22	323423
56721T	Candida halmiae	30	380880
56722T	Geotrichum ghanense	30	2862414
56723T	Candida awuaii	30	551772
56725T	Yarrowia divulgata	30	479095
56714T	Janibacter hoylei	37	364298
56698T	Schaalia naturae	37	635203
56607T	Thalassobacillus hwangdonensis	43-42	546108
56608T	Oceanobacillus locisalsi	37	546107
56610T	Butyricimonas synergistica	37	544644
56611T	Butyricimonas virosa	37	544645
56586T	Mycobacterium alsense	37	324058
56587T	Nocardiopsis potens	37	1246458
56589T	Actinomadura sputi	37	589159
56590T	Psychrobacter lutiphocae	30-37	540500
56567T	Corynebacterium lubricantis	37	541095
56483T	Acinetobacter seohaensis	30-37	281376
56484T	Acinetobacter marinus	30	281375
56487T	Shinella granuli	37	323621
56478T	Bordetella sputigena	37	1416810
56438T	Achromobacter xylosoxidans	37	85698
56439T	Shigella flexneri	30	623
56440T	Acinetobacter radioresistens	30-37	40216
56442T	Clostridium beijerinckii	37	1520
56446T	Limosilactobacillus frumenti	37	104955
56447T	Aeromonas culicicola	30	654
56449T	Novosphingobium pentaromativorans	30	205844
56399T	Sphingobium chlorophenolicum	30	46429
56400T	Sphingobium herbicidovorans	30	76947
56401T	Saccharopolyspora rosea	30-37	524884
56316T	Acinetobacter gerneri	30-37	202952
56317T	Acinetobacter tandoii	30-37	202954
56304T	Novosphingobium aromaticivorans	30	48935
56306T	Novosphingobium subterraneum	30	48936
56307T	Novosphingobium tardaugens	30	169176
56308T	Novosphingobium taihuense	30	260085
56309T	Novosphingobium naphthalenivorans	30	273168
56371T	Achromobacter marplatensis	30	470868
56289T	Campylobacter cuniculorum	37	374106
56292T	Campylobacter avium	37	522485
56181T	Actinomadura keratinilytica	42-45	547461
56310T	Novosphingobium nitrogenifigens	30	378548
56148T	Listeria marthii	37	529731
56137T	Prevotella falsenii	37	515414
56105T	Prevotella micans	37	189723
56107T	Nonomuraea rosea	30	638574
56108T	Methylobacterium marchantiae	30	600331
56098T	Winogradskyella rapida	22-30	549701
56065T	Peptoniphilus duerdenii	37	507750
56067T	Peptoniphilus koenoeneniae	37	507751
56051T	Corynebacterium xerosis	37	1725
56047T	Brevibacterium ravenspurgense	37	479117
56032T	Ottowia thiooxydans	30	219182
56034T	Enterocloster asparagiformis	37	333367
56035T	Cronobacter malonaticus	30	413503
56036T	Ligilactobacillus hayakitensis	37	396716
56037T	Micrococcus flavus	37	384602
56038 AT	Veillonella ratti	37	103892
56039T	Kocuria himachalensis	30	322508
56041T	Anoxybacillus flavithermus	56	33934
56015T	Acinetobacter septicus	30	465797
56017T	Negativicoccus succinicivorans	37	620903
55995T	Deinococcus hohokamensis	28-30	309883
55996T	Deinococcus hopiensis	28-30	309885
55998T	Deinococcus maricopensis	30	309887
56028T	Deinococcus apachensis	28-30	309886
56029T	Deinococcus navajonensis	28-30	309884
56058T	Ottowia thiooxydans	30	219182
55975T	Mycobacterium setense	30	431269
55976T	Murdochiella asaccharolytica	37	507844
55979T	Porphyromonas bennonis	37	501496
55942T	Arcicella rosea	30	502909
55948T	Cupriavidus pampae	30	659251
55927T	Staphylococcus massiliensis	37	555791
55928T	Actinomyces timonensis	37	1288391
55929T	Phocaeicola abscessus	37	555313
55916T	Desmospora activa	42	500615
55902T	Methylobacterium organophilum	30	410
55903T	Methylobacterium chloromethanicum	30	440085
55904T	Methylobacterium radiotolerans	30	31998
55905T	Methylobacterium lusitanum	30	29427
55906T	Methylorubrum extorquens	30	408
55907T	Methylobacterium suomiense	30	144191
55908T	Methylorubrum rhodinum	30	29428
55896T	Streptococcus porci	30-37	502567
55850T	Bradyrhizobium betae	30	244734
55851T	Cronobacter dublinensis subsp. dublinensis	30	413498
55854T	Pseudoxanthomonas kaohsiungensis	37	283923
55855T	Rothia terrae	37	396015
55857T	Nautella italica	20	481446
55858T	Tritonibacter scottomollicae	20	483013
55859T	Leisingera caerulea	20	506591
55860T	Leisingera aquamarina	20	476529
55861T	Staphylococcus microti	37	569857
55836T	Pyramidobacter piscolens	37	638849
55806T	Candidimonas nitroreducens	37	683354
55795T	Corynebacterium sputi	30	489915
55786T	Campylobacter lari subsp. concheus	37	488545
55787T	Campylobacter peloridis	37	488546
55773T	Cryptobacterium curtum	37	84163
55771T	Bosea thiooxidans	30	53254
55772T	Bosea minatitlanensis	30-37	128782
55774T	Streptococcus dentirousetti	37	384613
55775T	Streptococcus caballi	37	439220
55776T	Streptococcus henryi	37	439219
55760T	Lutimaribacter saemankumensis	30	490829
55751T	Kocuria carniphila	37	262208
55752T	Kocuria rhizophila	30-37	72000
55753T	Pseudomonas delhiensis	30-37	366289
55727T	Corynebacterium ulceribovis	37	487732
55703T	Teichococcus ludipueritiae	30	198093
55698T	Solibacillus cecembensis	30	459347
55700T	Leifsonia pindariensis	30	478010
55631T	Gallibacterium trehalosifermentans	37	516935
55632T	Chelonobacter oris	37	505317
55635T	Mycobacterium nebraskense	37	244292
55636T	Mycobacterium insubricum	37	444597
55604T	Chryseobacterium solincola	30	510955
55606T	Duganella zoogloeoides	30	75659
55608T	Larkinella insperata	30	332158
55609T	Mycoplana ramosa	37	40837
55582T	Lacrimispora indolis	37	69825
55585T	Lysobacter brunescens	30	262323
55589T	Lysobacter concretionis	30	262325
55590T	Exiguobacterium aestuarii	30	273527
55591T	Chryseobacterium shigense	30	297244
55593T	Barnesiella viscericola	37	397865
55595T	Prevotella stercorea	37	363265
55598T	Azospira restricta	37	404405
55599T	Brooklawnia cerclae	37	349934
55525T	Burkholderia lata	37	482957
55526T	Burkholderia contaminans	37	488447
55516T	Tessaracoccus lubricantis	37	545543
55508T	Bavariicoccus seileri	37	549685
55483T	Mycobacterium avium subsp. paratuberculosis	37	1770
55486T	Pseudoxanthomonas kalamensis	30-37	289483
55487T	Pseudoxanthomonas daejeonensis	30	266062
55488T	Pseudoxanthomonas koreensis	30	266061
55489 AT	Exiguobacterium artemia	30	340145
55490T	Exiguobacterium mexicanum	30-37	340146
55491T	Lysobacter koreensis	30	266122
55494T	Myroides pelagicus	30	270914
55495T	Exiguobacterium sibiricum	30	332410
55496T	Serratia entomophila	30-37	42906
55497T	Mycobacterium mucogenicum	30	56689
55499T	Providencia vermicola	30-37	333965
55501T	Arsenophonus nasoniae	30	638
55454T	Veillonella magna	37	464322
55431T	Azospirillum picis	30-37	488438
55420T	Geobacillus subterraneus	56	129338
55421T	Eggerthella sinensis	37	242230
55422T	Ochrobactrum pseudintermedium	37	370111
55423T	Bacteroides gallinarum	37	376806
55425T	Streptococcus orisuis	37	282078
55424T	Phocaeicola coprophilus	37	387090
55397T	Rhodovulum kholense	30	453584
55408T	Tatumella saanichensis	30	480813
55340T	Alteromonas genoviensis	30	471225
55324T	Muricauda lutimaris	30	475082
55325T	Roseovarius aestuarii	30	475083
55326T	Jannaschia seohaensis	30	475081
55327T	Tamlana agarivorans	30	481183
55329T	Aestuariicola saemankumensis	25-30	483016
55407T	Prevotella histicola	37	470565
55298T	Desulfovibrio tunisiensis	37	1121465
55265T	Butyricicoccus pullicaecorum	37	501571
55250T	Aquamicrobium segne	30	469547
55251T	Aquamicrobium ahrensii	30	469551
55240T	Paenibacillus chartarius	37	747481
55175T	Chromobacterium aquaticum	30	467180
55176T	Sphingobium rhizovicinum	30	432308
55129T	Rhodobacter maris	30	446682
55130T	Rhodobacter aestuarii	30	453582
55131T	Gordonibacter pamelaeae	37	471189
55099T	Lactococcus chungangensis	30-37	451457
55073T	Caulobacter mirabilis	30	69666
55074T	Phenylobacterium conjunctum	30	1298959
55056T	Devriesea agamarum	30-42	472569
55049T	Cereibacter ovatus	30	439529
54980T	Adlercreutzia mucosicola	37	580026
54925T	Adlercreutzia equolifaciens	37	446660
54928T	Pseudomonas knackmussii	30-37	65741
54934T	Stenotrophomonas rhizophila	30	216778
54935T	Bacillus muralis	30-37	264697
54936T	Alcaligenes faecalis subsp. phenolicus	30-37	232846
54937T	Schleiferilactobacillus harbinensis	37	304207
54938T	Moraxella oblonga	37	200413
54939T	Pseudoeromonas sharmana	30-37	328412
54940T	Ochrobactrum oryzae	30-37	335286
54941T	Massilia aurea	28	373040
54942T	Trinickia soli	30	380675
54943T	Parabacteroides johnsonii	37	387661
54944T	Franconibacter helveticus	30-37	357240
54945T	Siccibacter turicensis	37	357233
54946T	Gulbenkiania mobilis	30	397457
54948T	Veillonella dispar	37	39778
54949T	Veillonella caviae	37	248316
54950T	Laceyella putida	42	110101
54951T	Dietzia natronolimnaea	37	161920
54952T	Dietzia kunjamensis	30-37	322509
54912T	Moraxella porci	37	1288392
54913T	Moraxella pluranimalium	37	470453
54896T	Spongiibacter marinus	30	354246
54880T	Stenotrophomonas terrae	30	405446
54881T	Stenotrophomonas humi	30	405444
54871T	Streptococcus merionis	37	400065
54844T	Halomonas andesensis	30-37	447567
54822T	Lentibacillus salinarum	37-42	446820
54775T	Oceanobacillus picturae	30-37	171693
54777T	Pseudomonas segetis	30-37	298908
54778T	Pseudomonas alcaliphila	30	101564
54779T	Sphingobium abikonense	30	86193
54781T	Janibacter marinus	30	263866
54784T	Sphingobium cloacae	30	120107
54786T	Burkholderia terrae	30	1218084
54766T	Prevotella maculosa	37	439703
54769T	Prevotella oulorum	37	28136
54772T	Rikenella microfusus	37	28139
54731T	Dysgonomonas hofstadii	37	637886
54662T	Paucibacter toxinivorans	30-37	270368
54646T	Ochrobactrum cytisi	37	407152
54647T	Ochrobactrum lupini	37	255457
54622T	Pseudomonas thivervalensis	30	86265
54623T	Pseudomonas thermotolerans	30-42	157784
54624T	Pannonibacter phragmitetus	37	121719
54626T	Companilactobacillus versmoldensis	30	194326
54627T	Pseudomonas trivialis	28-37	200450
54628T	Pseudomonas cedrina subsp. fulgida	21-37	200453
54630T	Pseudomonas lurida	30	244566
54631T	Pseudomonas umsongensis	30	198618
54634T	Phocaeicola plebeius	37	310297
54635T	Phocaeicola coprocola	37	310298
54636T	Phocaeicola barnesiae	37	376804
54639T	Streptomyces avidinii	30	1895
54553T	Shewanella canadensis	22	271096
54554T	Shewanella atlantica	22	271099
54555T	Burkholderia latens	37	488446
54558T	Burkholderia diffusa	37	488732
54561T	Burkholderia arboris	37	488730
54564T	Burkholderia seminalis	37	488731
54567T	Burkholderia metallica	37	488729
54571T	Burkholderia ginsengisoli	28	311231
54573T	Herbaspirillum hiltneri	30	341045
54547T	Pseudoxanthobacter soli	28-37	433840
54535T	Pediococcus argentinicus	28	480391
54537T	Microbacterium luticocti	37	451764
54519T	Chelatococcus daeguensis	30-42	444444
54520T	Daeguia caeni	30-42	439612
54521T	Pedococcus dokdonensis	30	443156
54522T	Nocardioides hankookensis	30	443157
54523T	Microbacterium insulae	30-37	483014
54526T	Ignatzschineria larvae	37	112009
54527T	Sporosarcina macmurdoensis	18-25	212659
54528T	Janibacter melonis	30	262209
54529T	Corynebacterium halotolerans	37	225326
54492T	Pseudacidovorax intermedius	28-42	433924
54429T	Campylobacter canadensis	37-42	449520
54409T	Prevotella nanceiensis	37	425941
54389T	Desulfovibrio legallii	20-40	571438
54354T	Salegentibacter salinarum	30	447422
54355T	Salegentibacter salarius	30	435906
54356T	Microbulbifer celer	37	435905
54357T	Marinobacter salicampi	30	435907
54358T	Halobacillus seohaensis	30	447421
54359T	Pseudidiomarina salinarum	37	435908
54360T	Halobacillus campisalis	37	435909
54348T	Nubsella zeaxanthinifaciens	30	392412
54353T	Olivibacter domesticus	30-37	407022
54362T	Veillonella denticariosi	37	419208
54350T	Prevotella pleuritidis	37	407975
54308T	Inhella inkyongensis	30	392593
54309T	Marinobacterium litorale	30-37	404770
54295T	Paraburkholderia ferrariae	30	386056
54296T	Burkholderia mimosarum	30	1038869
54297T	Burkholderia silvatlantica	37	686330
54298T	Burkholderia tropica	37	92647
54291T	Enterocloster lavalenis	37	460384
54292T	Ruminococcus gauvreauii	37	438033
54232T	Sphingomonas pseudosanguinis	37	413712
54233T	Veillonella rogosae	37	423477
54229T	Christensenella hongkongensis	37	270498
53966T	Azospirillum rugosum	35	416170
53874T	Lactobacillus kitasatonis	37	237446
53875T	Selenomonas flueggei	37	135080
53876T	Selenomonas noxia	37	135083
53877T	Pseudomonas psychrophila	30	122355
53879T	Serratia marcescens subsp. sakuensis	30-37	615
53882T	Gordonia effusa	37	263908
53884T	Pseudomonas carboxydohydrogena	30	290
53885T	Pseudomonas azotifigens	30	1292027
53887T	Stenotrophomonas koreensis	30-37	266128
53889T	Bacteroides intestinalis	37	329854
53890T	Bacteroides finegoldii	37	338188
53892T	Phocaeicola dorei	37	357276
53895T	Capnocytophaga canimorsus	37	28188
53898T	Neisseria dentiae	37	194197
53899T	Aquabacterium citratiphilum	22-30	70582
53900T	Aurantimonas coralicida	30	182270
53901T	Apilactobacillus kunkeei	30	148814
53902T	Hydrogenophaga atypica	30	249409
53903T	Hydrogenophaga defluvii	30	249410
53904T	Enterobacter hormaechei subsp. steigerwaltii	30-37	299766
53905T	Enterobacter hormaechei subsp. oharae	30-37	301102
53906T	Klebsiella variicola	30-37	244366
53907T	Cupriavidus pinatubonensis	37	248026
53909T	Dokdonia genika	30	308113
53910T	Stenotrophomonas dokdonensis	30-37	344882
53849T	Clostridiisalibacter paucivorans	37	408753
53855T	Brevibacterium massiliense	30-42	1176165
53856T	Corynebacterium timonense	37	441500
53857T	Corynebacterium massiliense	37	441501
53859T	Helcobacillus massiliensis	37	521392
53827T	Gordonia araii	37	263909
53828T	Pseudoxanthomonas spadix	22-37	415229
53831T	Enterococcus termitis	37	332950
53834T	Pedobacter aquatilis	30	351343
53816T	Helicobacter baculiformis	37	427351
53819T	Jonquetella anthropi	37	428712
53805T	Arcobacter halophilus	22	197482
53782T	Bacteroides xylanisolvens	37	371601
53773T	Pseudomonas borbori	30	289003
53671T	Azomonas macrocytogenes	30	69962
53761 AT	Paenalcaligenes hominis	37	643674
53762T	Effusibacillus consociatus	30-37	1117041
53722T	Cereibacter changlensis	25-30	402884
53682T	Morganella psychrotolerans	22-30	368603
53683T	Herminiimonas arsenicoxydans	30	204773
53648T	Prevotella amnii	37	419005
53626T	Ligilactobacillus ceti	37	395085
53608T	Sphingomonas astaxanthinifaciens	30	407019
53610T	Deinococcus misasensis	30-45	392413
53611T	Deinococcus roseus	30	392414
53613T	Zeaxanthinibacter enoshimensis	37	392009
53604T	Burkholderia sartisoli	30	83784
53595T	Luteimonas composti	30-37	398257
53596T	Arenimonas malthae	30-37	354197
53591T	Herminiimonas contaminans	30	1111140
53584T	Mycobacterium shinjukuense	35	398694
