ncbiTaxID	Source_ID	Name	Temp	Superkingdom	Phylum	Class	Order	Family	Genus
985054	60744T	Ruegeria halocynthiae	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Ruegeria
985055	60745T	Roseovarius halocynthiae	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Aliiroseovarius
1133347	60723T	Paracoccus rhizosphaerae	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus
908250	60724T	Rhodococcus trifolii	30	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Rhodococcus
908616	60725T	Rhodococcus cerastii	30	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Rhodococcus
692994	60717T	Mucilaginibacter dorajii	30	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter
1241979	60559T	Chryseobacterium carnis	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Kaistella
1241982	60563T	Chryseobacterium nakagawai	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium
1241978	60564T	Chryseobacterium bernardetii	37	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium
1241981	60566T	Chryseobacterium lactis	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium
996342	60522T	Marivita hallyeonensis	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Marivita
915353	60523T	Algoriphagus namhaensis	30	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus
914152	60524T	Tropicimonas aquimaris	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Tropicimonas
914151	60525T	Oceanisphaera ostreae	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Oceanisphaera
914150	60526T	Kangiella geojedonensis	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Kangiellales	Kangiellaceae	Kangiella
915352	60527T	Tenacibaculum geojense	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum
874156	60528T	Erythrobacter marinus	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Aurantiacibacter
881009	60529T	Mariniflexile aquimaris	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Mariniflexile
885042	60465T	Williamsia phyllosphaerae	30	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Williamsia
986746	60466T	Microbulbifer taiwanensis	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Microbulbiferaceae	Microbulbifer
1177574	60371T	Prevotella jejuni	37	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
221404	60324T	Actinobacillus anseriformium	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus
979627	60305T	Lachnoanaerobaculum orale	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lachnoanaerobaculum
1931275	60229T	Neisseria dumasiana	37	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
571190	60213T	Saccharothrix saharensis	37	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Saccharothrix
2881279	60118T	Hydrotalea sp. nov.	37	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Hydrotalea
594679	60119T	Allofrancisella guangzhouensis	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Allofrancisella
867683	60088T	Ochrobactrum pecoris	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella
762836	60090T	Duganella phyllosphaerae	30	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella
1114875	60096T	Flavobacterium branchiicola	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
1114874	60099T	Flavobacterium piscis	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
1114873	60100T	Flavobacterium tructae	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
1037377	60103T	Chryseobacterium viscerum subsp viscerum	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium
741074	60105T	Chryseobacterium oncorhynchi	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium
1037380	60111T	Chryseobacterium tructae	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium
1114867	60112T	Flavobacterium plurextorum	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
1236220	60050T	Melghirimyces thermohalophilus	56	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Melghirimyces
1117645	60038T	Elizabethkingia anophelis ss anophelis	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Elizabethkingia
864068	60020T	Thalassomonas agariperforans	20	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea
870908	60021T	Thalassobius maritimus	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Cognatishimia
861111	60022T	Lutibacter aestuarii	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lutibacter
744461	60023T	Pseudoahrensia aquimaris	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Ahrensiaceae	Pseudahrensia
869962	60024T	Pedobacter boryungensis	30	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
689904	60010T	Tissierella carlieri	37	Bacteria	Bacillota	Tissierellia	Tissierellales	Tissierellaceae	Tissierella
1032623	59994T	Otariodibacter oris	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Otariodibacter
879276	59995T	Mannheimia caviae	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia
76776	59938T	Malassezia slooffiae	30	Eukaryota	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
706570	59930T	Pseudomonas tuomuerensis	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
859144	59876T	Cytobacillus gottheilii	37	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Cytobacillus
859143	59877T	Cytobacillus kochii	37	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Cytobacillus
370975	59868T	Flavobacterium croceum	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
370979	59869T	Flavobacterium defluvii	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
336566	59870T	Stenotrophomonas ginsengisoli	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas
659018	59871T	Stenotrophomonas daejeonensis	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas
676599	59872T	Stenotrophomonas panacihumi	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas
607711	59855T	Neisseria wadsworthii	37	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
607712	59856T	Neisseria shayeganii	37	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
450200	59858T	Legionella dresdenensis	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
427333	59860T	Herminiimonas saxobsidens	30	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herminiimonas
312286	59861T	Trueperella bonasi	37	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Trueperella
312285	59862T	Trueperella bialowiezense	37	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Trueperella
455343	59863T	Micrococcus endophyticus	37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcus
566027	59864T	Micrococcus yunnanensis	37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcus
1223514	59866T	Corynebacterium humireducens	4-45	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
935293	59867T	Yersinia entomophaga	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia
362413	59847T	Flavobacterium aquidurense	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
443612	59848T	Flavobacterium resistens	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
201094	59834T	Alicyclobacillus acidocaldarius subsp. rittmannii	56	Bacteria	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus
985762	59809T	Staphylococcus agnetis	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
767452	59777T	Serinicoccus chungangensis	37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Ornithinimicrobiaceae	Serinicoccus
752657	59778T	Chungangia koreensis	37	Bacteria	Bacillota	Bacilli	Lactobacillales		Chungangia
861445	59771T	Psychrobacter sanguinis	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter
1648214	59712T	Clostridium amazonense	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
1076937	59713T	Fontimonas thermophila	56	Bacteria	Pseudomonadota	Gammaproteobacteria	Nevskiales	Sinobacteraceae	Fontimonas
908615	59705T	Psychroflexus halocasei	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Psychroflexus
755169	59683T	Methylobacillus gramineus	30	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylobacillus
755170	59684T	Methylobacillus arboreus	30	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylobacillus
752553	59685T	Methylophilus glucosoxydans	30	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylophilus
756689	59655T	Nocardia amikacinitolerans	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia
759851	59649T	Sporosarcina newyorkensis	37	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Sporosarcina
759619	59652T	Streptococcus rupicaprae	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
759620	59653T	Weissella ceti	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella
910412	59620T	Melghirimyces algeriensis	56	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Melghirimyces
755171	59621T	Peptoniphilus tyrelliae	37	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus
755172	59622T	Peptoniphilus coxii	37	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus
728066	59597T	Pseudarthrobacter equi	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Pseudarthrobacter
768479	59598T	Cohnella boryungensis	30	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Cohnella
768480	59599T	Mucilaginibacter boryungensis	30	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter
863575	59571T	Citricoccus nitrophenolicus	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Citricoccus
681634	59572T	Marinimicrobium haloxylanilyticum	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Marinimicrobium
554406	59534T	Leptotrichia hongkongensis	37	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia
488547	59509T	Jhaorihella therophila	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Jhaorihella
728056	59446T	Flavobacterium oncorhynchi	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
387094	59448T	Flavobacterium hercynium	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
262320	59364T	Flavobacterium frigidimaris	20-30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
691816	59334T	Bacteroides rodentium	37	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
671267	59335T	Phocaeicola chinchillae	37	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola
748120	59307T	Paraperlucidibaca baekdonensis	20-30	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Paraperlucidibaca
698769	59308T	Virgibacillus campisalis	37	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Virgibacillus
903984	59304T	Enterococcus ureasiticus	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
903983	59306T	Enterococcus quebecensis	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
658457	59195T	Pseudomonas composti	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
658457	59231T	Pseudomonas composti	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
714067	59226T	Kroppenstedtia eburnea	37	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Kroppenstedtia
708186	59229T	Arcobacter trophiarum	30	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Arcobacteraceae	Aliarcobacter
992267	59208T	Stappia taiwanensis	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	Stappia
996115	59209T	Ruegeria intermedia	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Ruegeria
868281	59210T	Salinicoccus sesuvii	30	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Salinicoccus
696536	59189T	Paenibacillus puldeungensis	37	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
884684	59143T	Mageeibacillus indolicus	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Mageeibacillus
696535	59129T	Paenibacillus chungangensis	30-37	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
682973	59101T	Chryseomicrobium palamuruense	30	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Chryseomicrobium
487316	59023T	Acinetobacter soli	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter
688913	58938T	Ohtaekwangia kribbensis	30	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Fulvivirgaceae	Ohtaekwangia
688867	58939T	Ohtaekwangia koreensis	20	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Fulvivirgaceae	Ohtaekwangia
312277	58932T	Flavobacterium indicum	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
498301	58934T	Flavobacterium rivuli	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
554283	58910T	Flavobacterium chungangense	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
55197	58915T	Flavobacterium branchiophilum	20	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
29533	58916T	Flavobacterium pectinovorum	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
180441	58906T	Flavobacterium limicola	20	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
150172	58907T	Flavobacterium tegetincola	20	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
686389	58878T	Ruegeria faecimaris	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Ruegeria
687412	58879T	Pseudorhodobacter aquimaris	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pseudorhodobacter
686429	58853T	Gordonia humi	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Gordoniaceae	Gordonia
501010	58831T	Nocardiopsis arvandica	30-37	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsaceae	Nocardiopsis
680127	58784T	Chryseobacterium culicis	37	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium
617123	58757T	Lachnoanaerobaculum umeaense	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lachnoanaerobaculum
654847	58760T	Azospirillum himalayense	37	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Azospirillum
17	58724T	Methylophilus methylotrophus	30	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylophilus
1405	58725T	Bacillus weihenstephanensis	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
573564	58728T	Streptococcus dentapri	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
144550	58729T	Mycobacterium fortuitum subsp. acetamidolyticum	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium
342002	58731T	Mycobacterium arupense	30	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacter
47839	58693T	Mycobacterium triplex	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium
1350429	58687T	Cyclobacterium qasimii	20	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	Cyclobacterium
641510	58690T	Oceanisphaera arctica	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Oceanisphaera
712036	58667T	Shewanella dokdonensis	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella
2594913	58655T	Corynebacterium sanguinis	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
659006	58638T	Camelimonas lactis	37	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Chelatococcaceae	Camelimonas
1915309	58639T	Silvanigrella aquatica	20	Bacteria	Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	Silvanigrella
679663	58627T	Corynebacterium canis	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
604330	58604T	Olsenella umbonata	37	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Parafannyhessea
480284	58580T	Virgibacillus soli	30-37	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Virgibacillus
696001	58488T	Leucobacter aerolatus	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leucobacter
701526	58479T	Streptococcus porcorum	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
650104	58430T	Aquipuribacter nitratireducens	32	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Aquipuribacter
172045	58416T	Elizabethkingia miricola	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Elizabethkingia
445930	58417T	Trueperella abortisuis	37	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Trueperella
487175	58418T	Parasutterella excrementihominis	37	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella
640084	58411T	Methylophilus flavus	30	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylophilus
1295392	58399T	Photobacterium gaetbulicola	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium
38313	58400T	Shewanella upenei	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella
658446	58401T	Paracoccus fistulariae	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus
665133	58402T	Flavobacterium ponti	25	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
658057	58403T	Pacificibacter marinus	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Pacificibacter
225324	58314T	Enhydrobacter aerosaccus	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales		Enhydrobacter
645110	58316T	Cecembia lonarensis	30	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	Cecembia
309887	58329T	Deinococcus maricopensis	30	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
309891	58335T	Deinococcus sonorensis	30	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
28088	58308T	Legionella wadsworthii	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
69670	58273T	Brevundimonas halotolerans	30-37	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
215200	58235T	Peptostreptococcus russellii	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcus
586733	58238T	Staphylococcus devriesei	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
498718	58231T	Slackia equolifaciens	37	Bacteria	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia
702115	58201T	Pseudomonas arsenicoxydans	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
587635	58142T	Pseudoclavibacter chungangensis	30-37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Pseudoclavibacter
501482	58092T	Agrococcus versicolor	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Agrococcus
273251	58093T	Paraburkholderia sabiae	30	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia
413499	58094T	Cronobacter dublinensis subsp. lactaridi	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter
413500	58095T	Cronobacter dublinensis subsp. lausannensis	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter
296995	58096T	Exiguobacterium indicum	28	Bacteria	Bacillota	Bacilli	Bacillales		Exiguobacterium
45634	58097T	Streptococcus oligofermentans	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
651143	58136T	Fibrella aestuarina	30	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Spirosomaceae	Fibrella
663275	58137T	Fibrisoma limi	30	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Spirosomaceae	Fibrisoma
947378	58127T	Brevundimonas faecalis	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
230143	58090T	Scardovia wiggsiae	35	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Scardovia
671218	58091T	Alloprevotella rava	35	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella
639310	58074T	Olleya aquimaris	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Olleya
630515	58049T	Microlunatus soli	25-28	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Microlunatus
591372	58050T	Agaricicola taiwanensis	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Agaricicola
630514	58051T	Microbacterium agarici	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium
640635	58052T	Microbacterium humi	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium
640634	58053T	Microbacterium pseudoresistens	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium
1709	58054T	Cellulomonas biazotea	30-37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Cellulomonadaceae	Cellulomonas
165179	58058T	Prevotella copri	37	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
322505	58059T	Sharpea azabuensis	37	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Sharpea
469799	58060T	Nesterenkonia flava	37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Nesterenkonia
47312	58061T	Tsukamurella spongiae	28	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Tsukamurellaceae	Tsukamurella
231455	58062T	Dyella japonica	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella
1358440	58046T	Lutibaculum baratangense	30-37	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Tepidamorphaceae	Lutibaculum
494026	58047T	Paenibacillus glacialis	22	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
622488	58020T	Francisella hispaniensis	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella
760117	58010T	Massilia consociata	37	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
709510	57953T	Jeotgalicoccus aerolatus	30	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus
702383	57954T	Jiangella muralis	30	Bacteria	Actinomycetota	Actinomycetes	Jiangellales	Jiangellaceae	Jiangella
709509	57956T	Jeotgalicoccus coquinae	30	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus
792652	57958T	Microbacterium arthrosphaerae	37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium
