BacDiveID,id,level,name,reference,growth,type,temperature,range
1516,1121936,strain,Halalkalibacillus halophilus,7562,positive,growth,30,mesophilic
1516,1121936,strain,Halalkalibacillus halophilus,32026,positive,growth,20-40,
1516,1121936,strain,Halalkalibacillus halophilus,32026,positive,optimum,33.5,mesophilic
1516,1121936,strain,Halalkalibacillus halophilus,37808,positive,growth,37,mesophilic
1516,1121936,strain,Halalkalibacillus halophilus,67770,positive,growth,37,mesophilic
1517,386490,species,Terribacillus goriensis,7460,positive,growth,30,mesophilic
1517,386490,species,Terribacillus goriensis,32019,positive,growth,15-43,
1517,386490,species,Terribacillus goriensis,32019,positive,optimum,30,mesophilic
1518,361279,species,Terribacillus halophilus,15771,positive,growth,30,mesophilic
1518,361279,species,Terribacillus halophilus,31809,positive,growth,05-45,
1518,361279,species,Terribacillus halophilus,31809,positive,optimum,25,mesophilic
1518,361279,species,Terribacillus halophilus,40043,positive,growth,30,mesophilic
1518,361279,species,Terribacillus halophilus,67770,positive,growth,30,mesophilic
1518,361279,species,Terribacillus halophilus,67771,positive,growth,25-30,mesophilic
1519,361277,species,Terribacillus saccharophilus,15770,positive,growth,30,mesophilic
1519,361277,species,Terribacillus saccharophilus,31809,positive,growth,05-45,
1519,361277,species,Terribacillus saccharophilus,31809,positive,optimum,25,mesophilic
1519,361277,species,Terribacillus saccharophilus,38150,positive,growth,30,mesophilic
1519,361277,species,Terribacillus saccharophilus,67770,positive,growth,30,mesophilic
1519,361277,species,Terribacillus saccharophilus,67771,positive,growth,25-30,mesophilic
1520,28031,species,Lysinibacillus fusiformis,233,positive,growth,30,mesophilic
1521,28031,species,Lysinibacillus fusiformis,1163,positive,growth,30,mesophilic
1521,28031,species,Lysinibacillus fusiformis,67770,positive,growth,30,mesophilic
1522,28031,species,Lysinibacillus fusiformis,16987,positive,growth,28,mesophilic
1523,1421,species,Lysinibacillus sphaericus,115,positive,growth,60,thermophilic
1524,1421,species,Lysinibacillus sphaericus,116,positive,growth,60,thermophilic
1525,1421,species,Lysinibacillus sphaericus,117,positive,growth,65,thermophilic
1526,1421,species,Lysinibacillus sphaericus,178,positive,growth,30,mesophilic
1527,1421,species,Lysinibacillus sphaericus,228,positive,growth,30,mesophilic
1528,1421,species,Lysinibacillus sphaericus,912,positive,growth,30,mesophilic
1529,1421,species,Lysinibacillus sphaericus,913,positive,growth,30,mesophilic
1530,1421,species,Lysinibacillus sphaericus,1164,positive,growth,30,mesophilic
1530,1421,species,Lysinibacillus sphaericus,34153,positive,growth,30,mesophilic
1531,1421,species,Lysinibacillus sphaericus,1911,positive,growth,30,mesophilic
1532,1354027,strain,Lysinibacillus sphaericus,2029,positive,growth,30,mesophilic
1532,1354027,strain,Lysinibacillus sphaericus,35013,positive,growth,30,mesophilic
1532,1354027,strain,Lysinibacillus sphaericus,44997,positive,growth,30-37,mesophilic
1532,1354027,strain,Lysinibacillus sphaericus,67770,positive,growth,30,mesophilic
1533,1421,species,Lysinibacillus sphaericus,3077,positive,growth,30,mesophilic
1534,1421,species,Rummeliibacillus pycnus,3079,positive,growth,30,mesophilic
1534,1421,species,Rummeliibacillus pycnus,38206,positive,growth,30,mesophilic
1535,1421,species,Lysinibacillus sphaericus,3080,positive,growth,30,mesophilic
1536,1421,species,Lysinibacillus sphaericus,3286,positive,growth,30,mesophilic
1537,1220589,strain,Lysinibacillus odysseyi,7756,positive,growth,30,mesophilic
1537,1220589,strain,Lysinibacillus odysseyi,29961,positive,growth,25-42,
1537,1220589,strain,Lysinibacillus odysseyi,29961,positive,optimum,30-35,mesophilic
1537,1220589,strain,Lysinibacillus odysseyi,38265,positive,growth,30,mesophilic
1538,1294264,strain,Lysinibacillus boronitolerans,6786,positive,growth,30,mesophilic
1538,1294264,strain,Lysinibacillus boronitolerans,23066,positive,growth,16.0-45.0,
1538,1294264,strain,Lysinibacillus boronitolerans,23066,no,growth,>50.0,thermophilic
1538,1294264,strain,Lysinibacillus boronitolerans,23066,positive,growth,16.0,psychrophilic
1538,1294264,strain,Lysinibacillus boronitolerans,23066,positive,optimum,37.0,mesophilic
1538,1294264,strain,Lysinibacillus boronitolerans,37294,positive,growth,37,mesophilic
1538,1294264,strain,Lysinibacillus boronitolerans,67770,positive,growth,37,mesophilic
1539,1293591,strain,Lysinibacillus parviboronicapiens,17955,positive,growth,30,mesophilic
1539,1293591,strain,Lysinibacillus parviboronicapiens,32411,positive,growth,10-37,
1539,1293591,strain,Lysinibacillus parviboronicapiens,32411,positive,optimum,30,mesophilic
1539,1293591,strain,Lysinibacillus parviboronicapiens,67770,positive,growth,30,mesophilic
1539,1293591,strain,Lysinibacillus parviboronicapiens,67771,positive,growth,30,mesophilic
1540,582475,species,Lysinibacillus xylanilyticus,17180,positive,growth,30,mesophilic
1540,582475,species,Lysinibacillus xylanilyticus,29452,positive,growth,10-40,
1540,582475,species,Lysinibacillus xylanilyticus,29452,positive,optimum,30,mesophilic
1540,582475,species,Lysinibacillus xylanilyticus,61329,positive,growth,25-30,mesophilic
1540,582475,species,Lysinibacillus xylanilyticus,67771,positive,growth,30,mesophilic
1541,1869345,species,Lysinibacillus sp.,17010,positive,growth,28,mesophilic
1542,33935,species,Lysinibacillus macroides,2045,positive,growth,30,mesophilic
1542,33935,species,Lysinibacillus macroides,29993,positive,growth,20-45,
1542,33935,species,Lysinibacillus macroides,29993,positive,optimum,30,mesophilic
1542,33935,species,Lysinibacillus macroides,67770,positive,growth,30,mesophilic
1543,1421,species,Lysinibacillus mangiferihumi,17484,positive,growth,30,mesophilic
1544,1294022,strain,Piscibacillus salipiscarius,15842,positive,growth,30,mesophilic
1544,1294022,strain,Piscibacillus salipiscarius,32088,positive,growth,15-48,
1544,1294022,strain,Piscibacillus salipiscarius,32088,positive,optimum,37,mesophilic
1544,1294022,strain,Piscibacillus salipiscarius,33317,positive,growth,37,mesophilic
1544,1294022,strain,Piscibacillus salipiscarius,67770,positive,growth,37,mesophilic
1545,571933,species,Piscibacillus halophilus,67770,positive,growth,34,mesophilic
1546,394506,species,Salirhabdus euzebyi,8208,positive,growth,37,mesophilic
1546,394506,species,Salirhabdus euzebyi,32121,positive,growth,15-50,
1546,394506,species,Salirhabdus euzebyi,32121,positive,optimum,37.5,mesophilic
1546,394506,species,Salirhabdus euzebyi,37441,positive,growth,37,mesophilic
1547,485577,species,Aquisalibacillus elongatus,7390,positive,growth,30,mesophilic
1547,485577,species,Aquisalibacillus elongatus,32629,positive,growth,20-55,
1547,485577,species,Aquisalibacillus elongatus,32629,positive,optimum,37,mesophilic
1548,1123239,strain,Salsuginibacillus kocurii,7388,positive,growth,30,mesophilic
1548,1123239,strain,Salsuginibacillus kocurii,32212,positive,growth,37,mesophilic
1548,1123239,strain,Salsuginibacillus kocurii,32212,positive,optimum,20-50,
1549,50717,species,Salimicrobium album,9057,positive,growth,37,mesophilic
1549,50717,species,Salimicrobium album,38527,positive,growth,30,mesophilic
1549,50717,species,Salimicrobium album,67770,positive,growth,30,mesophilic
1550,86666,species,Salimicrobium halophilum,1817,positive,growth,28,mesophilic
1550,86666,species,Salimicrobium halophilum,1817,positive,growth,37,mesophilic
1550,86666,species,Salimicrobium halophilum,67770,positive,growth,30,mesophilic
1551,570947,species,Salimicrobium flavidum,16720,positive,growth,35,mesophilic
1551,570947,species,Salimicrobium flavidum,29285,positive,growth,04-40,
1551,570947,species,Salimicrobium flavidum,29285,positive,optimum,33.5,mesophilic
1551,570947,species,Salimicrobium flavidum,61077,positive,growth,37,mesophilic
1551,570947,species,Salimicrobium flavidum,67771,positive,growth,37,mesophilic
1552,908941,species,Salimicrobium salexigens,16515,positive,growth,37,mesophilic
1552,908941,species,Salimicrobium salexigens,67770,positive,growth,37,mesophilic
1553,378543,species,Tumebacillus permanentifrigoris,7690,positive,growth,25,mesophilic
1553,378543,species,Tumebacillus permanentifrigoris,32193,positive,growth,05-37,
1553,378543,species,Tumebacillus permanentifrigoris,32193,positive,optimum,27.5,mesophilic
1553,378543,species,Tumebacillus permanentifrigoris,67770,positive,growth,25,mesophilic
1554,363888,species,Tumebacillus ginsengisoli,7369,positive,growth,30,mesophilic
1554,363888,species,Tumebacillus ginsengisoli,67771,positive,growth,30,mesophilic
1555,482461,species,Sediminibacillus halophilus,7389,positive,growth,30,mesophilic
1555,482461,species,Sediminibacillus halophilus,32621,positive,growth,15-55,
1555,482461,species,Sediminibacillus halophilus,32621,positive,optimum,37,mesophilic
1556,407036,species,Sediminibacillus albus,8057,positive,growth,30,mesophilic
1556,407036,species,Sediminibacillus albus,29021,positive,growth,10-45,
1556,407036,species,Sediminibacillus albus,29021,positive,optimum,37,mesophilic
1556,407036,species,Sediminibacillus albus,37912,positive,growth,30,mesophilic
1557,674972,species,Microaerobacter geothermalis,16459,positive,growth,50,thermophilic
1557,674972,species,Microaerobacter geothermalis,67770,positive,growth,55,thermophilic
1558,85682,species,Bacillus arseniciselenatis,5855,positive,growth,30,mesophilic
1558,85682,species,Bacillus arseniciselenatis,67771,positive,growth,30,mesophilic
1559,472963,species,Anaerobacillus alkalidiazotrophicus,16380,positive,growth,30,mesophilic
1559,472963,species,Anaerobacillus alkalidiazotrophicus,32538,positive,growth,15-43,
1559,472963,species,Anaerobacillus alkalidiazotrophicus,32538,positive,optimum,33-35,mesophilic
1560,33936,species,Aeribacillus pallidus,1451,positive,growth,60,thermophilic
1561,33936,species,Aeribacillus pallidus,17868,positive,growth,55,thermophilic
1562,1294024,strain,Calditerricola satsumensis,16167,positive,growth,78,thermophilic
1562,1294024,strain,Calditerricola satsumensis,29672,positive,growth,56-83,hyperthermophilic
1562,1294024,strain,Calditerricola satsumensis,29672,positive,optimum,78,thermophilic
1562,1294024,strain,Calditerricola satsumensis,67770,positive,growth,78,thermophilic
1563,448141,species,Calditerricola yamamurae,15803,positive,growth,72,thermophilic
1563,448141,species,Calditerricola yamamurae,29672,positive,growth,56-81,hyperthermophilic
1563,448141,species,Calditerricola yamamurae,29672,positive,optimum,72,thermophilic
1563,448141,species,Calditerricola yamamurae,67770,positive,growth,72,thermophilic
1564,1461,species,Psychrobacillus insolitus,725,positive,growth,20-25,
1565,1461,species,Psychrobacillus insolitus,2013,positive,growth,20-25,
1565,1461,species,Psychrobacillus insolitus,35520,positive,growth,15,psychrophilic
1566,126157,species,Psychrobacillus psychrodurans,4453,positive,growth,25,mesophilic
1566,126157,species,Psychrobacillus psychrodurans,38231,positive,growth,25,mesophilic
1567,126157,species,Psychrobacillus psychrodurans,17108,positive,growth,28,mesophilic
1568,126156,species,Psychrobacillus psychrotolerans,4452,positive,growth,25,mesophilic
1568,126156,species,Psychrobacillus psychrotolerans,33167,positive,growth,25,mesophilic
1569,621096,species,Streptohalobacillus salinus,16334,positive,growth,37,mesophilic
1569,621096,species,Streptohalobacillus salinus,29901,positive,growth,20-40,
1569,621096,species,Streptohalobacillus salinus,29901,positive,optimum,37,mesophilic
1570,549003,species,Natribacillus halophilus,15937,positive,growth,35,mesophilic
1570,549003,species,Natribacillus halophilus,30028,positive,growth,20-40,
1570,549003,species,Natribacillus halophilus,30028,positive,optimum,30,mesophilic
1570,549003,species,Natribacillus halophilus,67770,positive,growth,37,mesophilic
1571,517425,species,Salisediminibacterium halotolerans,18252,positive,growth,37,mesophilic
1571,517425,species,Salisediminibacterium halotolerans,30366,positive,growth,18-50,
1571,517425,species,Salisediminibacterium halotolerans,30366,positive,optimum,37,mesophilic
1572,568899,species,Alteribacillus persepolensis,29278,positive,growth,25-45,
1572,568899,species,Alteribacillus persepolensis,29278,positive,optimum,40,thermophilic
1572,568899,species,Alteribacillus persepolensis,67770,positive,growth,34,mesophilic
1573,930129,species,Alteribacillus bidgolensis,17959,positive,growth,30,mesophilic
1573,930129,species,Alteribacillus bidgolensis,30351,positive,growth,25-40,
1573,930129,species,Alteribacillus bidgolensis,30351,positive,optimum,35,mesophilic
1573,930129,species,Alteribacillus bidgolensis,67771,positive,growth,35,mesophilic
1574,960,species,Bacteriovorax stolpii,23067,positive,optimum,15.0-35.0,
1574,960,species,Bacteriovorax stolpii,4813,positive,growth,30,mesophilic
1575,97084,species,Halobacteriovorax marinus,5800,positive,growth,25,mesophilic
1576,97084,species,Halobacteriovorax marinus,5801,positive,growth,25,mesophilic
1577,97089,species,Halobacteriovorax litoralis,5798,positive,growth,25,mesophilic
1578,28202,species,Peredibacter starrii,6700,positive,growth,30,mesophilic
1579,937334,species,Acetomicrobium faecale,9000,positive,growth,70,thermophilic
1579,937334,species,Acetomicrobium faecale,67770,positive,growth,70,thermophilic
1580,49896,species,Acetomicrobium flavidum,8988,positive,growth,55,thermophilic
1581,35825,species,Pseudobacteroides cellulosolvens,1253,positive,growth,35,mesophilic
1582,46507,species,Ezakiella coagulans,8782,positive,growth,37,mesophilic
1582,46507,species,Ezakiella coagulans,67770,positive,growth,37,mesophilic
1583,483216,strain,Bacteroides eggerthii,9017,positive,growth,37,mesophilic
1583,483216,strain,Bacteroides eggerthii,41096,positive,growth,37,mesophilic
1583,483216,strain,Bacteroides eggerthii,45195,positive,growth,37,mesophilic
1583,483216,strain,Bacteroides eggerthii,67770,positive,growth,37,mesophilic
1584,817,species,Bacteroides fragilis,762,positive,growth,37,mesophilic
1584,817,species,Bacteroides fragilis,42287,positive,growth,37,mesophilic
1585,272559,strain,Bacteroides fragilis,979,positive,growth,37,mesophilic
1585,272559,strain,Bacteroides fragilis,41787,positive,growth,37,mesophilic
1585,272559,strain,Bacteroides fragilis,44796,positive,growth,37,mesophilic
1585,272559,strain,Bacteroides fragilis,67770,positive,growth,37,mesophilic
1586,817,species,Bacteroides fragilis,3679,positive,growth,37,mesophilic
1587,817,species,Bacteroides fragilis,3680,positive,growth,37,mesophilic
1588,821,species,Phocaeicola vulgatus,3681,positive,growth,37,mesophilic
1589,817,species,Bacteroides fragilis,3682,positive,growth,37,mesophilic
1590,649752,strain,Bacteroides galacturonicus,1536,positive,growth,37,mesophilic
1591,290053,species,Bacteroides helcogenes,8961,positive,growth,37,mesophilic
1591,290053,species,Bacteroides helcogenes,46251,positive,growth,37,mesophilic
1591,290053,species,Bacteroides helcogenes,67770,positive,growth,37,mesophilic
1592,411476,strain,Bacteroides ovatus,918,positive,growth,37,mesophilic
1592,411476,strain,Bacteroides ovatus,32784,positive,growth,37,mesophilic
1592,411476,strain,Bacteroides ovatus,44813,positive,growth,37,mesophilic
1592,411476,strain,Bacteroides ovatus,67770,positive,growth,37,mesophilic
1593,310300,species,Bacteroides pyogenes,8247,positive,growth,37,mesophilic
1593,310300,species,Bacteroides pyogenes,67770,positive,growth,37,mesophilic
1594,1121100,strain,Bacteroides pyogenes,8959,positive,growth,37,mesophilic
1594,1121100,strain,Bacteroides pyogenes,46249,positive,growth,37,mesophilic
1594,1121100,strain,Bacteroides pyogenes,67770,positive,growth,37,mesophilic
1595,310300,species,Bacteroides pyogenes,8960,positive,growth,37,mesophilic
1595,310300,species,Bacteroides pyogenes,46250,positive,growth,37,mesophilic
1595,310300,species,Bacteroides pyogenes,67770,positive,growth,37,mesophilic
1596,1891233,species,Dysgonomonas sp.,1717,positive,growth,37,mesophilic
1597,1891233,species,Dysgonomonas sp.,1718,positive,growth,37,mesophilic
1598,29523,species,Bacteroides sp.,3030,positive,growth,37,mesophilic
1599,818,species,Bacteroides thetaiotaomicron,714,positive,growth,37,mesophilic
1599,818,species,Bacteroides thetaiotaomicron,41048,positive,growth,37,mesophilic
1599,818,species,Bacteroides thetaiotaomicron,42081,positive,growth,37,mesophilic
1599,818,species,Bacteroides thetaiotaomicron,45331,positive,growth,37,mesophilic
1599,818,species,Bacteroides thetaiotaomicron,67770,positive,growth,37,mesophilic
1600,818,species,Bacteroides thetaiotaomicron,1004,positive,growth,37,mesophilic
1601,435590,strain,Phocaeicola vulgatus,769,positive,growth,37,mesophilic
1601,435590,strain,Phocaeicola vulgatus,34918,positive,growth,37,mesophilic
1601,435590,strain,Phocaeicola vulgatus,44810,positive,growth,37,mesophilic
1601,435590,strain,Phocaeicola vulgatus,67770,positive,growth,37,mesophilic
1602,821,species,Phocaeicola vulgatus,1346,positive,growth,37,mesophilic
1603,384636,species,Hungatella xylanolytica,1474,positive,growth,37,mesophilic
1603,384636,species,Hungatella xylanolytica,58067,positive,growth,30-37,mesophilic
1604,820,species,Bacteroides uniformis,2742,positive,growth,37,mesophilic
1604,820,species,Bacteroides uniformis,32718,positive,growth,37,mesophilic
1604,820,species,Bacteroides uniformis,44812,positive,growth,37,mesophilic
1604,820,species,Bacteroides uniformis,67770,positive,growth,37,mesophilic
1604,820,species,Bacteroides uniformis,67771,positive,growth,37,mesophilic
1605,820,species,Bacteroides uniformis,3600,positive,growth,37,mesophilic
1606,85831,species,Bacteroides acidifaciens,6174,positive,growth,37,mesophilic
1606,85831,species,Bacteroides acidifaciens,59367,positive,growth,37,mesophilic
1606,85831,species,Bacteroides acidifaciens,67770,positive,growth,37,mesophilic
1607,310297,species,Phocaeicola plebeius,6782,positive,growth,37,mesophilic
1607,310297,species,Phocaeicola plebeius,31548,positive,optimum,37,mesophilic
1607,310297,species,Phocaeicola plebeius,60271,positive,growth,37,mesophilic
1607,310297,species,Phocaeicola plebeius,67770,positive,growth,37,mesophilic
1608,470145,strain,Phocaeicola coprocola,6783,positive,growth,37,mesophilic
1608,470145,strain,Phocaeicola coprocola,31548,positive,optimum,37,mesophilic
1608,470145,strain,Phocaeicola coprocola,67770,positive,growth,37,mesophilic
1609,471870,strain,Bacteroides intestinalis,6945,positive,growth,37,mesophilic
1609,471870,strain,Bacteroides intestinalis,31621,positive,growth,37,mesophilic
1609,471870,strain,Bacteroides intestinalis,31621,positive,optimum,37,mesophilic
1609,471870,strain,Bacteroides intestinalis,60058,positive,growth,37,mesophilic
1609,471870,strain,Bacteroides intestinalis,67770,positive,growth,37,mesophilic
1610,483215,strain,Bacteroides finegoldii,6977,positive,growth,37,mesophilic
1610,483215,strain,Bacteroides finegoldii,31702,positive,growth,20-40,
1610,483215,strain,Bacteroides finegoldii,31702,positive,optimum,37,mesophilic
1610,483215,strain,Bacteroides finegoldii,60059,positive,growth,37,mesophilic
1610,483215,strain,Bacteroides finegoldii,67770,positive,growth,37,mesophilic
1611,204516,species,Phocaeicola massiliensis,7121,positive,growth,37,mesophilic
1611,204516,species,Phocaeicola massiliensis,31339,positive,growth,25-42,
1611,204516,species,Phocaeicola massiliensis,31339,positive,optimum,37,mesophilic
1611,204516,species,Phocaeicola massiliensis,38242,positive,growth,37,mesophilic
1611,204516,species,Phocaeicola massiliensis,58392,positive,growth,37,mesophilic
1611,204516,species,Phocaeicola massiliensis,67770,positive,growth,37,mesophilic
1612,483217,strain,Phocaeicola dorei,7141,positive,growth,37,mesophilic
1612,483217,strain,Phocaeicola dorei,31780,positive,growth,37,mesophilic
1612,483217,strain,Phocaeicola dorei,31780,positive,optimum,37,mesophilic
1612,483217,strain,Phocaeicola dorei,60061,positive,growth,37,mesophilic
1612,483217,strain,Phocaeicola dorei,67770,positive,growth,37,mesophilic
1613,679937,strain,Bacteroides coprosuis,7330,positive,growth,37,mesophilic
1613,679937,strain,Bacteroides coprosuis,31598,positive,growth,25-37,mesophilic
1613,679937,strain,Bacteroides coprosuis,31598,positive,optimum,37,mesophilic
1613,679937,strain,Bacteroides coprosuis,58893,positive,growth,37,mesophilic
1613,679937,strain,Bacteroides coprosuis,67770,positive,growth,37,mesophilic
1614,376804,species,Phocaeicola barnesiae,7343,positive,growth,37,mesophilic
1614,376804,species,Phocaeicola barnesiae,60273,positive,growth,37,mesophilic
1614,376804,species,Phocaeicola barnesiae,67770,positive,growth,37,mesophilic
1615,667015,strain,Phocaeicola salanitronis,7344,positive,growth,37,mesophilic
1615,667015,strain,Phocaeicola salanitronis,62491,positive,growth,37,mesophilic
1615,667015,strain,Phocaeicola salanitronis,67770,positive,growth,37,mesophilic
1616,376806,species,Bacteroides gallinarum,7409,positive,growth,37,mesophilic
1616,376806,species,Bacteroides gallinarum,60583,positive,growth,37,mesophilic
1616,376806,species,Bacteroides gallinarum,67770,positive,growth,37,mesophilic
1617,411901,strain,Bacteroides caccae,7844,positive,growth,37,mesophilic
1617,411901,strain,Bacteroides caccae,34561,positive,growth,37,mesophilic
1617,411901,strain,Bacteroides caccae,54426,positive,growth,37,mesophilic
1617,411901,strain,Bacteroides caccae,67770,positive,growth,37,mesophilic
1618,449673,strain,Bacteroides stercoris,8172,positive,growth,37,mesophilic
1618,449673,strain,Bacteroides stercoris,34043,positive,growth,37,mesophilic
1618,449673,strain,Bacteroides stercoris,67770,positive,growth,37,mesophilic
1619,1121101,strain,Bacteroides salyersiae,7686,positive,growth,37,mesophilic
1619,1121101,strain,Bacteroides salyersiae,58399,positive,growth,37,mesophilic
1619,1121101,strain,Bacteroides salyersiae,67770,positive,growth,37,mesophilic
1620,392838,species,Bacteroides propionicifaciens,8062,positive,growth,37,mesophilic
1621,392838,species,Bacteroides propionicifaciens,15423,positive,growth,30,mesophilic
1621,392838,species,Bacteroides propionicifaciens,32432,positive,growth,05-35,
1621,392838,species,Bacteroides propionicifaciens,32432,positive,optimum,30,mesophilic
1621,392838,species,Bacteroides propionicifaciens,67770,positive,growth,30,mesophilic
1622,387090,species,Phocaeicola coprophilus,7443,positive,growth,37,mesophilic
1622,387090,species,Phocaeicola coprophilus,60584,positive,growth,37,mesophilic
1622,387090,species,Phocaeicola coprophilus,67770,positive,growth,37,mesophilic
1623,537012,strain,Bacteroides cellulosilyticus,5571,positive,growth,37,mesophilic
1623,537012,strain,Bacteroides cellulosilyticus,32120,positive,growth,30-39,mesophilic
1623,537012,strain,Bacteroides cellulosilyticus,32120,positive,optimum,37,mesophilic
1623,537012,strain,Bacteroides cellulosilyticus,28365,positive,optimum,37,mesophilic
1623,537012,strain,Bacteroides cellulosilyticus,28365,positive,growth,30-39,mesophilic
1623,537012,strain,Bacteroides cellulosilyticus,67770,positive,growth,37,mesophilic
1624,1121097,strain,Bacteroides graminisolvens,8354,positive,growth,35,mesophilic
1624,1121097,strain,Bacteroides graminisolvens,8354,positive,growth,30-37,mesophilic
1624,1121097,strain,Bacteroides graminisolvens,29190,positive,growth,05-40,
1624,1121097,strain,Bacteroides graminisolvens,29190,positive,optimum,33,mesophilic
1624,1121097,strain,Bacteroides graminisolvens,62493,positive,growth,37,mesophilic
1624,1121097,strain,Bacteroides graminisolvens,67770,positive,growth,30,mesophilic
1625,1236498,strain,Phocaeicola paurosaccharolyticus,9078,positive,growth,30,mesophilic
1625,1236498,strain,Phocaeicola paurosaccharolyticus,29851,positive,growth,10-40,
1625,1236498,strain,Phocaeicola paurosaccharolyticus,29851,positive,optimum,35,mesophilic
1625,1236498,strain,Phocaeicola paurosaccharolyticus,67770,positive,growth,30,mesophilic
1626,371601,species,Bacteroides xylanisolvens,7732,positive,growth,37,mesophilic
1626,371601,species,Bacteroides xylanisolvens,32442,positive,growth,25-42,
1626,371601,species,Bacteroides xylanisolvens,32442,positive,optimum,38,mesophilic
1626,371601,species,Bacteroides xylanisolvens,28664,positive,optimum,38,mesophilic
1626,371601,species,Bacteroides xylanisolvens,28664,positive,growth,25-42,
1626,371601,species,Bacteroides xylanisolvens,60012,positive,growth,37,mesophilic
1626,371601,species,Bacteroides xylanisolvens,67770,positive,growth,37,mesophilic
1627,671267,species,Phocaeicola sartorii,16058,positive,growth,37,mesophilic
1627,671267,species,Phocaeicola sartorii,61243,positive,growth,37,mesophilic
1627,671267,species,Phocaeicola sartorii,67770,positive,growth,37,mesophilic
1628,762984,strain,Bacteroides clarus,16376,positive,growth,37,mesophilic
1628,762984,strain,Bacteroides clarus,29531,positive,growth,37,mesophilic
1628,762984,strain,Bacteroides clarus,29531,positive,optimum,37,mesophilic
1628,762984,strain,Bacteroides clarus,67770,positive,growth,37,mesophilic
1629,763034,strain,Bacteroides fluxus,16382,positive,growth,37,mesophilic
1629,763034,strain,Bacteroides fluxus,29531,positive,growth,37,mesophilic
1629,763034,strain,Bacteroides fluxus,29531,positive,optimum,37,mesophilic
1629,763034,strain,Bacteroides fluxus,62495,positive,growth,37,mesophilic
1629,763034,strain,Bacteroides fluxus,67770,positive,growth,37,mesophilic
1630,742727,strain,Bacteroides oleiciplenus,16383,positive,growth,37,mesophilic
1630,742727,strain,Bacteroides oleiciplenus,29531,positive,growth,37,mesophilic
1630,742727,strain,Bacteroides oleiciplenus,29531,positive,optimum,37,mesophilic
1630,742727,strain,Bacteroides oleiciplenus,62496,positive,growth,37,mesophilic
1630,742727,strain,Bacteroides oleiciplenus,67770,positive,growth,37,mesophilic
1631,1077285,strain,Bacteroides faecis,17776,positive,growth,37,mesophilic
1631,1077285,strain,Bacteroides faecis,29749,positive,growth,25-43,
1631,1077285,strain,Bacteroides faecis,29749,positive,optimum,37,mesophilic
1631,1077285,strain,Bacteroides faecis,62497,positive,growth,37,mesophilic
1631,1077285,strain,Bacteroides faecis,67770,positive,growth,37,mesophilic
1631,1077285,strain,Bacteroides faecis,67771,positive,growth,37,mesophilic
1632,165694,species,Bartonella schoenbuchensis,5074,positive,growth,35,mesophilic
1632,165694,species,Bartonella schoenbuchensis,36646,positive,growth,37,mesophilic
1633,803,species,Bartonella quintana,15707,positive,growth,37,mesophilic
1633,803,species,Bartonella quintana,33039,positive,growth,37,mesophilic
1634,1094551,strain,Bartonella alsatica,15703,positive,growth,37,mesophilic
1634,1094551,strain,Bartonella alsatica,38553,positive,growth,37,mesophilic
1635,1134510,strain,Bartonella koehlerae,15812,positive,growth,37,mesophilic
1635,1134510,strain,Bartonella koehlerae,40659,positive,growth,37,mesophilic
1636,1095900,strain,Bartonella birtlesii,15722,positive,growth,37,mesophilic
1636,1095900,strain,Bartonella birtlesii,23144,positive,growth,35,mesophilic
1636,1095900,strain,Bartonella birtlesii,40300,positive,growth,37,mesophilic
1637,1094491,strain,Bartonella bovis,15723,positive,growth,37,mesophilic
1637,1094491,strain,Bartonella bovis,23360,positive,growth,35,mesophilic
1637,1094491,strain,Bartonella bovis,40199,positive,growth,37,mesophilic
1638,155192,species,Bartonella capreoli,15668,positive,growth,37,mesophilic
1638,155192,species,Bartonella capreoli,23360,positive,growth,35,mesophilic
1638,155192,species,Bartonella capreoli,38638,positive,growth,37,mesophilic
1639,236402,species,Bartonella chomelii,15702,positive,growth,37,mesophilic
1639,236402,species,Bartonella chomelii,23145,positive,growth,35,mesophilic
1639,236402,species,Bartonella chomelii,33862,positive,growth,37,mesophilic
1639,236402,species,Bartonella chomelii,57718,positive,growth,37,mesophilic
1640,481137,species,Bartonella coopersplainsensis,17242,positive,growth,37,mesophilic
1640,481137,species,Bartonella coopersplainsensis,23361,positive,growth,37,mesophilic
1640,481137,species,Bartonella coopersplainsensis,29354,positive,growth,15-37,
1640,481137,species,Bartonella coopersplainsensis,29354,positive,optimum,30,mesophilic
1640,481137,species,Bartonella coopersplainsensis,40111,positive,growth,37,mesophilic
1641,481138,species,Bartonella queenslandensis,17241,positive,growth,37,mesophilic
1641,481138,species,Bartonella queenslandensis,23361,positive,growth,37,mesophilic
1641,481138,species,Bartonella queenslandensis,37463,positive,growth,37,mesophilic
1642,481139,species,Bartonella rattaustraliani,17243,positive,growth,37,mesophilic
1642,481139,species,Bartonella rattaustraliani,23361,positive,growth,37,mesophilic
1642,481139,species,Bartonella rattaustraliani,40110,positive,growth,37,mesophilic
1643,357761,species,Bartonella japonica,17325,positive,growth,35,mesophilic
1643,357761,species,Bartonella japonica,23362,positive,growth,35,mesophilic
1643,357761,species,Bartonella japonica,40250,positive,growth,37,mesophilic
1643,357761,species,Bartonella japonica,67770,positive,growth,35,mesophilic
1644,357760,species,Bartonella silvatica,17324,positive,growth,35,mesophilic
1644,357760,species,Bartonella silvatica,23362,positive,growth,35,mesophilic
