ncbiTaxID	Name	Strain	Temp	Type	Superkingdom	Phylum	Class	Order	Family	Genus	Source	Source_ID
1382306	Thermogemmatispora carboxidivorans	PM5	55.0	optimum	Bacteria	Chloroflexota	Ktedonobacteria	Thermogemmatisporales	Thermogemmatisporaceae	Thermogemmatispora	Tempura	Tempura485
1325125	Kallotenue papyrolyticum	JKG1 	55.0	optimum	Bacteria	Chloroflexota	Chloroflexia	Kallotenuales	Kallotenuaceae	Kallotenue	Tempura	Tempura486
1278232	Keratinibaculum paraultunense	KD-1	55.0	optimum	Bacteria	Bacillota	Tissierellia	Tissierellales	Tepidimicrobiaceae	Keratinibaculum	Tempura	Tempura487
1245521	Bacillus borbori	DX-4	55.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Tempura	Tempura488
1204385	Litorilinea aerophila	PRI-4131	55.0	optimum	Bacteria	Chloroflexota	Caldilineae	Caldilineales	Caldilineaceae	Litorilinea	Tempura	Tempura489
1006576	Defluviitoga tunisiensis	SulfLac1	55.0	optimum	Bacteria	Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	Defluviitoga	Tempura	Tempura490
927786	Brevibacillus aydinogluensis	PDF25	55.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Tempura	Tempura491
859243	Caldilinea tarbellica	D1-25-10-4	55.0	optimum	Bacteria	Chloroflexota	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	Tempura	Tempura492
649746	Acetomicrobium hydrogeniformans	OS1	55.0	optimum	Bacteria	Synergistota	Synergistia	Synergistales	Acetomicrobiaceae	Acetomicrobium	Tempura	Tempura493
1305736	Nautilia nitratireducens	MB-1	55.0	optimum	Bacteria	Campylobacterota	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Nautilia	Tempura	Tempura494
630405	Cellulosibacter alkalithermophilus	A6	55.0	optimum	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Cellulosibacter	Tempura	Tempura495
573074	Laceyella sediminis	RHA1	55.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Laceyella	Tempura	Tempura496
545536	Hydrogenophilus islandicus	16C	55.0	optimum	Bacteria	Pseudomonadota	Hydrogenophilia	Hydrogenophilales	Hydrogenophilaceae	Hydrogenophilus	Tempura	Tempura497
477976	Calditerrivibrio nitroreducens	Yu37-1	55.0	optimum	Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Calditerrivibrionaceae	Calditerrivibrio	Tempura	Tempura498
471799	Symbiobacterium ostreiconchae	KY38	55.0	optimum	Bacteria	Bacillota	Clostridia	Eubacteriales	Symbiobacteriaceae	Symbiobacterium	Tempura	Tempura499
360411	Bellilinea caldifistulae	GOMI-1	55.0	optimum	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Bellilinea	Tempura	Tempura500
223786	Hydrogenimonas thermophila	EP1-55-1% 	55.0	optimum	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Hydrogenimonaceae	Hydrogenimonas	Tempura	Tempura501
217041	Caminibacter profundus	CR	55.0	optimum	Bacteria	Campylobacterota	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Caminibacter	Tempura	Tempura502
213224	Geothermobacter ehrlichii	SS015	55.0	optimum	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Geothermobacteraceae	Geothermobacter	Tempura	Tempura503
204046	Petrotoga mexicana	MET12	55.0	optimum	Bacteria	Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	Petrotoga	Tempura	Tempura504
203540	Bacillus aeolius	41	55.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Tempura	Tempura505
133453	Caldilinea aerophila	STL-6-O1 	55.0	optimum	Bacteria	Chloroflexota	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	Tempura	Tempura506
370438	Pelotomaculum thermopropionicum	SI	55.0	optimum	Bacteria	Bacillota	Clostridia	Eubacteriales	Desulfotomaculaceae	Pelotomaculum	Tempura	Tempura507
108819	Coprothermobacter platensis	3R 	55.0	optimum	Bacteria	Coprothermobacterota	Coprothermobacteria	Coprothermobacterales	Coprothermobacteraceae	Coprothermobacter	Tempura	Tempura508
106262	Marinitoga camini	MV1075	55.0	optimum	Bacteria	Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	Marinitoga	Tempura	Tempura509
52022	Meiothermus silvanus	VI-R2	55.0	optimum	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Allomeiothermus	Tempura	Tempura510
33943	Kyrpidia tusciae	T2	55.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Kyrpidia	Tempura	Tempura511
351607	Acidothermus cellulolyticus	11B	55.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Acidothermales	Acidothermaceae	Acidothermus	Tempura	Tempura512
2057	Sphaerobacter thermophilus	Sphaerobacter thermophilus	55.0	optimum	Bacteria	Thermomicrobiota	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Sphaerobacter	Tempura	Tempura513
2200	Methanoculleus thermophilus	CR-1	55.0	optimum	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Tempura	Tempura514
1644118	Meiothermus roseus	YIM 71031	50.0	optimum	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Calidithermus	Tempura	Tempura515
1644115	Laceyella thermophila	YIM 79486	50.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Laceyella	Tempura	Tempura516
1471761	Novibacillus thermophilus	SG-1 	50.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Novibacillus	Tempura	Tempura517
1221996	Quasibacillus thermotolerans	SgZ-8	50.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Tempura	Tempura518
1173111	Lihuaxuella thermophila	YIM 77831	50.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Lihuaxuella	Tempura	Tempura519
1169913	Vulcaniibacterium thermophilum	YIM 77875	50.0	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Vulcaniibacterium	Tempura	Tempura520
996765	Caloribacterium cisternae	SGL43	50.0	optimum	Bacteria	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caloribacterium	Tempura	Tempura521
2020	Thermomonospora curvata	B9	50.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Thermomonospora	Tempura	Tempura522
507754	Acidiplasma aeolicum	V	45.0	optimum	Archaea	Candidatus Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Acidiplasma	Tempura	Tempura523
632773	Bacillus beveridgei	MLTeJB	37.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Salisediminibacterium	Tempura	Tempura524
554083	Tersicoccus phoenicis	1P05MA	30.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Tersicoccus	Tempura	Tempura525
57320	Pseudodesulfovibrio profundus	500-1	25.0	optimum	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio	Tempura	Tempura526
933063	Dichotomicrobium thermohalophilum	 IFAM 954	63.0	optimum	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Dichotomicrobium	Tempura	Tempura527
201975	Planifilum fimeticola	H0165	59.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Planifilum	Tempura	Tempura528
1571185	Marinithermofilum abyssi	SCSIO 11157 	57.5	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Marinithermofilum	Tempura	Tempura529
235932	Geobacillus jurassicus	DS-1	59.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Geobacillus	Tempura	Tempura530
403833	Petrotoga mobilis	SJ95	59.0	optimum	Bacteria	Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	Petrotoga	Tempura	Tempura531
1495039	Mesoaciditoga lauensis	cd-1655R	58.5	optimum	Bacteria	Thermotogota	Thermotogae	Mesoaciditogales	Mesoaciditogaceae	Mesoaciditoga	Tempura	Tempura532
1473580	Defluviitalea phaphyphila	Alg1	57.5	optimum	Bacteria	Bacillota	Clostridia	Eubacteriales	Defluviitaleaceae	Defluviitalea	Tempura	Tempura533
1236215	Desulfotomaculum peckii	LINDBHT1	57.5	optimum	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulfovectis	Tempura	Tempura534
697197	Methylothermus subterraneus	HTM55	57.5	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylothermaceae	Methylothermus	Tempura	Tempura535
604332	Meiothermus rufus	CAL-4	57.5	optimum	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Meiothermus	Tempura	Tempura536
166485	Caminicella sporogenes	AM1114	57.5	optimum	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Caminicella	Tempura	Tempura537
122960	Alicyclobacillus herbarius	 CP-1	57.5	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Tempura	Tempura538
97477	Acetomicrobium mobile	NGA	57.5	optimum	Bacteria	Synergistota	Synergistia	Synergistales	Acetomicrobiaceae	Acetomicrobium	Tempura	Tempura539
94009	Thermicanus aegyptius	ET-5b	57.5	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Bacillales Family X. Incertae Sedis	Thermicanus	Tempura	Tempura540
58136	Desulfotomaculum thermoacetoxidans	CAMZ	57.5	optimum	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulfofundulus	Tempura	Tempura541
1674942	Caenibacillus caldisaponilyticus	B157	55.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Sporolactobacillaceae	Caenibacillus	Tempura	Tempura542
1081799	Thermomarinilinea lacunifontana	SW7	55.0	optimum	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Thermomarinilinea	Tempura	Tempura543
1248146	Thermotunica guangxiensis	AG2-7 	52.5	optimum	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Thermotunica	Tempura	Tempura544
1525	Moorella thermoacetica	ATCC 35608	57.0	optimum	Bacteria	Bacillota	Clostridia	Moorellales	Moorellaceae	Moorella	Tempura	Tempura545
990712	Albidovulum xiamenense	YBY-7	54.0	optimum	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Meinhardsimonia	Tempura	Tempura546
1707527	Brevibacillus sediminis	YIM 78300	52.5	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Tempura	Tempura547
1702242	Thermoanaerobacterium butyriciformans	 USBA-019	52.5	optimum	Bacteria	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium	Tempura	Tempura548
1304284	Caldisalinibacter kiritimatiensis	L21-TH-D2	52.5	optimum	Bacteria	Bacillota	Tissierellia	Tissierellales	Thermohalobacteraceae	Caldisalinibacter	Tempura	Tempura549
1242148	Melghirimyces profundicolus	SCSIO 11153	52.5	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Melghirimyces	Tempura	Tempura550
108328	Anaerobranca gottschalkii	LBS3	52.5	optimum	Bacteria	Bacillota	Clostridia	Eubacteriales	Proteinivoraceae	Anaerobranca	Tempura	Tempura551
184064	Thermodesulfobium narugense	Na82	52.5	optimum	Bacteria	Bacillota	Clostridia	Thermoanaerobacterales	Thermodesulfobiaceae	Thermodesulfobium	Tempura	Tempura552
114249	Tepidimonas ignava	SPS-1037	52.5	optimum	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales		Tepidimonas	Tempura	Tempura553
95159	Caloramator coolhaasii	Z	52.5	optimum	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Caloramator	Tempura	Tempura554
394967	Methanoculleus receptaculi	ZC-2	52.5	optimum	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Tempura	Tempura555
115335	Actinomadura rubrobrunea	ATCC 49883	50.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura	Tempura	Tempura556
58112	Actinomadura viridilutea	ATCC 33925	50.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura	Tempura	Tempura557
84405	Hippea maritima	MH2	53.0	optimum	Bacteria	Campylobacterota	Desulfurellia	Desulfurellales	Desulfurellaceae	Hippea	Tempura	Tempura558
40991	Thiomonas thermosulfata	 ATCC 51520	51.25	optimum	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales		Thiomonas	Tempura	Tempura559
1750598	Dissulfurimicrobium hydrothermale	Sh68	51.0	optimum	Bacteria		Deltaproteobacteria			Dissulfurimicrobium	Tempura	Tempura560
1281767	Tepidibacillus fermentans	STGH	51.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Tepidibacillus	Tempura	Tempura561
1519374	Amphiplicatus metriothermophilus	GU51	49.0	optimum	Bacteria	Pseudomonadota	Alphaproteobacteria	Parvularculales	Parvularculaceae	Amphiplicatus	Tempura	Tempura562
2282697	Thalassorhabdus alkalitolerans	G27	38.5	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Thalassorhabdus	Tempura	Tempura563
109258	Desulfacinum hydrothermale	MT-96	60.0	optimum	Bacteria	Thermodesulfobacteriota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfacinum	Tempura	Tempura564
51173	Ureibacillus thermosphaericus	DSM 10633	60.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Ureibacillus	Tempura	Tempura565
564288	Desulfonauticus autotrophicus	TeSt	58.0	optimum	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfonauticaceae	Desulfonauticus	Tempura	Tempura566
112729	Caloramator viterbiensis	JW/MS-VS5	58.0	optimum	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Caloramator	Tempura	Tempura567
230470	Anoxybacillus voinovskiensis	TH13	54.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Tempura	Tempura568
436000	Anaerobranca zavarzinii	JW/VK-KS5Y	57.0	optimum	Bacteria	Bacillota	Clostridia	Eubacteriales	Proteinivoraceae	Anaerobranca	Tempura	Tempura569
353224	Caldalkalibacillus uzonensis	JW/WZ-YB58	51.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Caldalkalibacillus	Tempura	Tempura570
454188	Thermoflavifilum aggregans	P373 	60.0	optimum	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Thermoflavifilum	Tempura	Tempura571
2303	Thermoplasma acidophilum	122-1B2	59.0	optimum	Archaea	Candidatus Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Thermoplasma	Tempura	Tempura572
1936991	Lebetimonas natsushimae	HS1857	55.0	optimum	Bacteria	Campylobacterota	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Lebetimonas	Tempura	Tempura573
79271	Desulfurella propionica	U-8	55.0	optimum	Bacteria	Campylobacterota	Desulfurellia	Desulfurellales	Desulfurellaceae	Desulfurella	Tempura	Tempura574
312540	Acidiplasma cupricumulans	BH2	53.6	optimum	Archaea	Candidatus Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Acidiplasma	Tempura	Tempura575
1289106	Sinibacillus soli	GD05	50.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Sinibacillus	Tempura	Tempura576
37926	Thermocrispum municipale	MKD 35	44.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Thermocrispum	Tempura	Tempura577
37925	Thermocrispum agreste	CHB77 	50.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Thermocrispum	Tempura	Tempura578
610254	Desulfosoma caldarium	USBA-053	57.0	optimum	Bacteria	Thermodesulfobacteriota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfosoma	Tempura	Tempura579
1564487	Herbinix hemicellulosilytica	T3/55 	55.0	optimum	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Herbinix	Tempura	Tempura580
73780	Methylocaldum szegediense	OR2	55.0	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum	Tempura	Tempura581
136399	Desulfotomaculum thermobenzoicum	TPO	55.0	optimum	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulfofundulus	Tempura	Tempura582
1125863	Deferrisoma camini	S3R1	50.0	optimum	Bacteria	Thermodesulfobacteriota	Deferrisomatia	Deferrisomatales	Deferrisomataceae	Deferrisoma	Tempura	Tempura583
285106	Tepidimicrobium ferriphilum	SB91	50.0	optimum	Bacteria	Bacillota	Tissierellia	Tissierellales	Tepidimicrobiaceae	Tepidimicrobium	Tempura	Tempura584
1419051	Natribaculum longum	TRM20345 	37.0	optimum	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natribaculum	Tempura	Tempura585
1419050	Natribaculum breve	TRM20010 	37.0	optimum	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natribaculum	Tempura	Tempura586
1324956	Melghiribacillus thermohalophilus	Nari2A 	52.5	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Melghiribacillus	Tempura	Tempura587
696763	Thermasporomyces composti	I3	52.5	optimum	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Thermasporomyces	Tempura	Tempura588
279810	Thiobacter subterraneus	C55	52.5	optimum	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales		Thiobacter	Tempura	Tempura589
29372	Clostridium thermobutyricum	JW171K 	55.0	optimum	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Tempura	Tempura590
1247960	Bacillus kokeshiiformis	MO-04	50.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Caldibacillus	Tempura	Tempura591
717605	Thermobacillus composti	KWC4	50.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Thermobacillus	Tempura	Tempura592
203471	Tepidiphilus margaritifer	N2-214	50.0	optimum	Bacteria	Pseudomonadota	Hydrogenophilia	Hydrogenophilales	Hydrogenophilaceae	Tepidiphilus	Tempura	Tempura593
1121088	Bacillus coagulans	ATCC 7050	48.5	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Weizmannia	Tempura	Tempura594
370323	Haloterrigena limicola	AX-7	47.5	optimum	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrinema	Tempura	Tempura595
2588941	Tepidimonas sediminis	YIM 72259	47.5	optimum	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales		Tepidimonas	Tempura	Tempura596
1856807	Petrothermobacter organivorans	ANA	55.0	optimum	Bacteria	Deferribacterota	Deferribacteres	Deferribacterales		Petrothermobacter	Tempura	Tempura597
1852309	Calorithrix insularis	KR	55.0	optimum	Bacteria	Calditrichota				Calorithrix	Tempura	Tempura598
1441386	Athalassotoga saccharophila	NAS-01	55.0	optimum	Bacteria	Thermotogota	Thermotogae	Mesoaciditogales	Mesoaciditogaceae	Athalassotoga	Tempura	Tempura599
1393122	Crenotalea thermophila	STH-1-Y1 	55.0	optimum	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Thermoflavifilum	Tempura	Tempura600
1329516	Thermoactinomyces daqus	H-18 	55.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Thermoactinomyces	Tempura	Tempura601
1325335	Anoxybacillus suryakundensis	JS1 	55.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Tempura	Tempura602
1245527	Ureibacillus defluvii	DX-1	55.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Ureibacillus	Tempura	Tempura603
1191523	Melioribacter roseus	P3M-2	55.0	optimum	Bacteria	Ignavibacteriota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	Melioribacter	Tempura	Tempura604
1120986	Acetomicrobium thermoterrenum	Rwcit	55.0	optimum	Bacteria	Synergistota	Synergistia	Synergistales	Acetomicrobiaceae	Acetomicrobium	Tempura	Tempura605
1101373	Tepidimonas fonticaldi	AT-A2	55.0	optimum	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales		Tepidimonas	Tempura	Tempura606
1033264	Paenibacillus marinum	THE22	55.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Tempura	Tempura607
981385	Thermotomaculum hydrothermale	AC55	55.0	optimum	Bacteria	Acidobacteriota	Holophagae	Thermotomaculales	Thermotomaculaceae	Thermotomaculum	Tempura	Tempura608
908809	Caloramator mitchellensis	VF08	55.0	optimum	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Caloramator	Tempura	Tempura609
869805	Desulfosoma profundi	SPDX02-08	55.0	optimum	Bacteria	Thermodesulfobacteriota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfosoma	Tempura	Tempura610
1202785	Methylacidiphilum kamchatkense	Kam1	55.0	optimum	Bacteria	Verrucomicrobiota	Methylacidiphilae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum	Tempura	Tempura611
608505	Sporolituus thermophilus	AeG 	55.0	optimum	Bacteria	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporolituus	Tempura	Tempura612
557451	Symbiobacterium terraclitae	KA13	55.0	optimum	Bacteria	Bacillota	Clostridia	Eubacteriales	Symbiobacteriaceae	Symbiobacterium	Tempura	Tempura613
1121428	Desulfotomaculum hydrothermale	Lam5	55.0	optimum	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulforamulus	Tempura	Tempura614
391358	Caldimonas hydrothermale	HAN-85	55.0	optimum	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Caldimonas	Tempura	Tempura615
380392	Desulfomicrobium thermophilum	P6-2 	55.0	optimum	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfomicrobiaceae	Thermodesulfomicrobium	Tempura	Tempura616
340095	Thermodesulfovibrio thiophilus	TDV 	55.0	optimum	Bacteria	Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae	Thermodesulfovibrio	Tempura	Tempura617
337097	Vulcanibacillus modesticaldus	BR	55.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Vulcanibacillus	Tempura	Tempura618
307486	Tepidimonas taiwanensis	I1-1	55.0	optimum	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales		Tepidimonas	Tempura	Tempura619
307483	Caldimonas taiwanensis	Onl	55.0	optimum	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Caldimonas	Tempura	Tempura620
252246	Alicyclobacillus vulcanalis	CsHg2	55.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Tempura	Tempura621
232270	Effusibacillus pohliae	MP4	55.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Effusibacillus	Tempura	Tempura622
224436	Tepidiphilus succinatimandens	4BON	55.0	optimum	Bacteria	Pseudomonadota	Hydrogenophilia	Hydrogenophilales	Hydrogenophilaceae	Tepidiphilus	Tempura	Tempura623
218205	Garciella nitratireducens	 MET79	55.0	optimum	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Garciella	Tempura	Tempura624
192387	Alicyclobacillus sendaiensis	NTAP-1	55.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Tempura	Tempura625
167964	Anaerolinea thermophila	UNI-1 	55.0	optimum	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Tempura	Tempura626
156203	Petrotoga olearia	SL24	55.0	optimum	Bacteria	Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	Petrotoga	Tempura	Tempura627
86170	Syntrophothermus lipocalidus	TGB-C1	55.0	optimum	Bacteria	Bacillota	Clostridia	Eubacteriales	Syntrophomonadaceae	Syntrophothermus	Tempura	Tempura628
65552	Meiothermus cerbereus	GY-1	55.0	optimum	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Meiothermus	Tempura	Tempura629
997296	Bacillus methanolicus	PB1	55.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Tempura	Tempura630
1293048	Halopiger goleimassiliensis	IIH3	55.0	optimum	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halopiger	Tempura	Tempura631
1041930	Methanocella conradii	HZ254	55.0	optimum	Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella	Tempura	Tempura632
1331911	Thermogutta hypogea	SBP2	52.0	optimum	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Thermoguttaceae	Thermogutta	Tempura	Tempura633
2016530	Raineya orbicola	SPSPC-11	50.0	optimum	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Raineyaceae	Raineya	Tempura	Tempura634
1469162	Scopulibacillus daqui	ZQ18-1	50.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Sporolactobacillaceae	Scopulibacillus	Tempura	Tempura635
1445971	Thermosporothrix narukonensis	F4	50.0	optimum	Bacteria	Chloroflexota	Ktedonobacteria	Ktedonobacterales	Thermosporotrichaceae	Thermosporothrix	Tempura	Tempura636
1274356	Kroppenstedtia guangzhouensis	GD02	50.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Kroppenstedtia	Tempura	Tempura637
1274353	Bacillus sediminis	DX-5	50.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Siminovitchia	Tempura	Tempura638
1245525	Compostibacillus humi	DX-3	50.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Compostibacillus	Tempura	Tempura639
1245523	Bacillus composti	SgZ-9 	50.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Siminovitchia	Tempura	Tempura640
1242744	Georgenia sediminis	SCSIO 15020	50.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Bogoriellaceae	Georgenia	Tempura	Tempura641
1216062	Desulfotomaculum tongense	TGB60-1 	50.0	optimum	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulforadius	Tempura	Tempura642
1215031	Bacillus thermocopriae	SgZ-7 	50.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Neobacillus	Tempura	Tempura643
